"response_id","type","frequency"
"GEN24_1009164","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009164","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009164","Rude behaviour from locals","1 - Never"
"GEN24_1009164","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009165","Crime or theft","1 - Never"
"GEN24_1009165","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009165","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009165","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009165","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009165","Rude behaviour from locals","1 - Never"
"GEN24_1009165","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009166","Crime or theft","1 - Never"
"GEN24_1009166","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009166","Litter/waste on the streets","1 - Never"
"GEN24_1009166","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009166","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009166","Rude behaviour from locals","1 - Never"
"GEN24_1009166","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009170","Crime or theft","Don't know/ Not applicable"
"GEN24_1009170","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1009170","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009170","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009170","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1009170","Rude behaviour from locals","1 - Never"
"GEN24_1009170","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009173","Crime or theft","1 - Never"
"GEN24_1009173","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009173","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009173","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009173","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009173","Rude behaviour from locals","1 - Never"
"GEN24_1009173","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009175","Crime or theft","1 - Never"
"GEN24_1009175","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009175","Litter/waste on the streets","1 - Never"
"GEN24_1009175","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009175","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009175","Rude behaviour from locals","1 - Never"
"GEN24_1009175","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009180","Crime or theft","1 - Never"
"GEN24_1009180","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009180","Litter/waste on the streets","1 - Never"
"GEN24_1009180","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009180","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009180","Rude behaviour from locals","1 - Never"
"GEN24_1009180","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009190","Crime or theft","1 - Never"
"GEN24_1009190","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009190","Litter/waste on the streets","1 - Never"
"GEN24_1009190","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009190","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1009190","Rude behaviour from locals","1 - Never"
"GEN24_1009190","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009195","Crime or theft","1 - Never"
"GEN24_1009195","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009195","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009195","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009195","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009195","Rude behaviour from locals","1 - Never"
"GEN24_1009195","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009198","Crime or theft","Don't know/ Not applicable"
"GEN24_1009198","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1009198","Litter/waste on the streets","1 - Never"
"GEN24_1009198","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009198","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1009198","Rude behaviour from locals","1 - Never"
"GEN24_1009198","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009199","Crime or theft","1 - Never"
"GEN24_1009199","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009199","Litter/waste on the streets","3 - Most of the times"
"GEN24_1009199","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009199","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009199","Rude behaviour from locals","1 - Never"
"GEN24_1009199","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009206","Crime or theft","2 - Sometimes"
"GEN24_1009206","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009206","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009206","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009206","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1009206","Rude behaviour from locals","1 - Never"
"GEN24_1009206","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1009214","Crime or theft","1 - Never"
"GEN24_1009214","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009214","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009214","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009214","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1009214","Rude behaviour from locals","1 - Never"
"GEN24_1009214","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009217","Crime or theft","1 - Never"
"GEN24_1009217","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009217","Litter/waste on the streets","1 - Never"
"GEN24_1009217","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009217","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009217","Rude behaviour from locals","1 - Never"
"GEN24_1009217","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009220","Crime or theft","1 - Never"
"GEN24_1009220","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009220","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009220","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009220","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009220","Rude behaviour from locals","1 - Never"
"GEN24_1009220","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009226","Crime or theft","1 - Never"
"GEN24_1009226","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009226","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009226","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009226","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009226","Rude behaviour from locals","2 - Sometimes"
"GEN24_1009226","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009231","Crime or theft","1 - Never"
"GEN24_1009231","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009231","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009231","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009231","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009231","Rude behaviour from locals","1 - Never"
"GEN24_1009231","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1009232","Crime or theft","Don't know/ Not applicable"
"GEN24_1009232","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009232","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009232","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1009232","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009232","Rude behaviour from locals","2 - Sometimes"
"GEN24_1009232","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1009242","Crime or theft","1 - Never"
"GEN24_1009242","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009242","Litter/waste on the streets","1 - Never"
"GEN24_1009242","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009242","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009242","Rude behaviour from locals","1 - Never"
"GEN24_1009242","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009247","Crime or theft","1 - Never"
"GEN24_1009247","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009247","Litter/waste on the streets","1 - Never"
"GEN24_1009247","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009247","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009247","Rude behaviour from locals","1 - Never"
"GEN24_1009247","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009252","Crime or theft","1 - Never"
"GEN24_1009252","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009252","Litter/waste on the streets","1 - Never"
"GEN24_1009252","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009252","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009252","Rude behaviour from locals","1 - Never"
"GEN24_1009252","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009253","Crime or theft","1 - Never"
"GEN24_1009253","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009253","Litter/waste on the streets","1 - Never"
"GEN24_1009253","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009253","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1009253","Rude behaviour from locals","1 - Never"
"GEN24_1009253","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009255","Crime or theft","1 - Never"
"GEN24_1009255","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009255","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009255","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009255","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009255","Rude behaviour from locals","1 - Never"
"GEN24_1009255","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009268","Crime or theft","1 - Never"
"GEN24_1009268","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009268","Litter/waste on the streets","1 - Never"
"GEN24_1009268","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009268","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009268","Rude behaviour from locals","1 - Never"
"GEN24_1009268","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009274","Crime or theft","1 - Never"
"GEN24_1009274","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009274","Litter/waste on the streets","1 - Never"
"GEN24_1009274","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009274","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009274","Rude behaviour from locals","1 - Never"
"GEN24_1009274","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009276","Crime or theft","1 - Never"
"GEN24_1009276","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009276","Litter/waste on the streets","1 - Never"
"GEN24_1009276","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009276","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009276","Rude behaviour from locals","1 - Never"
"GEN24_1009276","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009279","Crime or theft","1 - Never"
"GEN24_1009279","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009279","Litter/waste on the streets","1 - Never"
"GEN24_1009279","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009279","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009279","Rude behaviour from locals","1 - Never"
"GEN24_1009279","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009282","Crime or theft","1 - Never"
"GEN24_1009282","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009282","Litter/waste on the streets","1 - Never"
"GEN24_1009282","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009282","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1009282","Rude behaviour from locals","1 - Never"
"GEN24_1009282","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009294","Crime or theft","1 - Never"
"GEN24_1009294","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009294","Litter/waste on the streets","1 - Never"
"GEN24_1009294","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009294","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009294","Rude behaviour from locals","1 - Never"
"GEN24_1009294","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1009295","Crime or theft","1 - Never"
"GEN24_1009295","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009295","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009295","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009295","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1009295","Rude behaviour from locals","2 - Sometimes"
"GEN24_1009295","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009302","Crime or theft","1 - Never"
"GEN24_1009302","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1009302","Litter/waste on the streets","1 - Never"
"GEN24_1009302","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1009302","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1009302","Rude behaviour from locals","1 - Never"
"GEN24_1009302","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1009303","Crime or theft","2 - Sometimes"
"GEN24_1009303","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1009303","Litter/waste on the streets","2 - Sometimes"
"GEN24_1009303","Overcrowded sightseeing spot","1 - Never"
"GEN24_1009303","Overcrowded vehicle parking lot","1 - Never"
