"response_id","accomm_type_used"
"GEN24_1001515","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001515","Staying with family or friends"
"GEN24_1001519","Hotel"
"GEN24_1001519","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001519","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001520","Hotel"
"GEN24_1001520","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001524","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001524","Staying with family or friends"
"GEN24_1001526","None of these"
"GEN24_1001527","Hotel"
"GEN24_1001527","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001527","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001534","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001534","Staying with family or friends"
"GEN24_1001540","Hotel"
"GEN24_1001540","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001540","Staying with family or friends"
"GEN24_1001542","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001542","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001543","Staying with family or friends"
"GEN24_1001547","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001547","Staying with family or friends"
"GEN24_1001548","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001548","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001548","Staying with family or friends"
"GEN24_1001552","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001557","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001557","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001557","Staying with family or friends"
"GEN24_1001558","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001560","Staying with family or friends"
"GEN24_1001562","Staying with family or friends"
"GEN24_1001566","Hotel"
"GEN24_1001566","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001569","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001571","Staying with family or friends"
"GEN24_1001572","Other accommodation"
"GEN24_1001579","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1001587","Staying with family or friends"
"GEN24_1001592","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001592","Staying with family or friends"
"GEN24_1001595","Hotel"
"GEN24_1001595","Staying with family or friends"
"GEN24_1001600","Staying with family or friends"
"GEN24_1001610","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001613","Farm-stay or Home-stay"
"GEN24_1001613","Staying with family or friends"
"GEN24_1001615","Staying with family or friends"
"GEN24_1001622","Hotel"
"GEN24_1001622","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001623","Staying with family or friends"
"GEN24_1001624","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001624","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001637","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001637","Staying with family or friends"
"GEN24_1001641","Hotel"
"GEN24_1001641","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001646","Bed and Breakfast"
"GEN24_1001651","House / flat that you paid some rent for"
"GEN24_1001651","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001651","Staying with family or friends"
"GEN24_1001659","Hotel"
"GEN24_1001666","Bed and Breakfast"
"GEN24_1001666","House / flat that you paid some rent for"
"GEN24_1001666","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001666","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001667","Not sure"
"GEN24_1001669","Staying with family or friends"
"GEN24_1001670","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001671","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001671","Staying with family or friends"
"GEN24_1001675","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001675","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001675","Staying with family or friends"
"GEN24_1001681","Hotel"
"GEN24_1001681","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001683","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001683","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001683","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001683","Staying with family or friends"
"GEN24_1001688","Staying with family or friends"
"GEN24_1001693","Hotel"
"GEN24_1001693","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001693","Staying with family or friends"
"GEN24_1001696","Hotel"
"GEN24_1001696","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001697","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1001700","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001700","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001700","Staying with family or friends"
"GEN24_1001701","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1001701","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001702","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001702","Staying with family or friends"
"GEN24_1001705","Hotel"
"GEN24_1001705","Staying with family or friends"
"GEN24_1001711","Bed and Breakfast"
"GEN24_1001711","Hotel"
"GEN24_1001711","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001711","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001717","Backpackers"
"GEN24_1001717","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001718","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001727","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001727","Staying with family or friends"
"GEN24_1001728","Staying with family or friends"
"GEN24_1001733","Staying with family or friends"
"GEN24_1001738","Staying with family or friends"
"GEN24_1001740","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001740","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001742","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001746","Staying with family or friends"
"GEN24_1001747","Hotel"
"GEN24_1001747","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001747","Staying with family or friends"
"GEN24_1001749","Staying with family or friends"
"GEN24_1001755","Hotel"
"GEN24_1001757","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001758","Staying with family or friends"
"GEN24_1001762","Staying with family or friends"
"GEN24_1001763","Staying with family or friends"
"GEN24_1001764","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001765","Staying with family or friends"
"GEN24_1001766","Staying with family or friends"
"GEN24_1001771","Staying with family or friends"
"GEN24_1001773","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001773","Staying with family or friends"
"GEN24_1001775","Staying with family or friends"
"GEN24_1001779","Staying with family or friends"
"GEN24_1001782","Staying with family or friends"
"GEN24_1001785","Staying with family or friends"
"GEN24_1001790","Staying with family or friends"
"GEN24_1001791","Staying with family or friends"
"GEN24_1001793","Staying with family or friends"
"GEN24_1001794","Hotel"
"GEN24_1001794","Staying with family or friends"
"GEN24_1001796","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001796","Staying with family or friends"
"GEN24_1001797","Bed and Breakfast"
"GEN24_1001797","Hotel"
"GEN24_1001797","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001798","Staying with family or friends"
"GEN24_1001803","Staying with family or friends"
"GEN24_1001805","Hotel"
"GEN24_1001805","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001806","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001806","Staying with family or friends"
"GEN24_1001809","Hotel"
"GEN24_1001809","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001809","Staying with family or friends"
"GEN24_1001810","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001810","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001810","Staying with family or friends"
"GEN24_1001811","Hotel"
"GEN24_1001811","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001813","Hotel"
"GEN24_1001813","Staying with family or friends"
"GEN24_1001818","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001819","Staying with family or friends"
"GEN24_1001822","Staying with family or friends"
"GEN24_1001826","None of these"
"GEN24_1001835","Hotel"
"GEN24_1001841","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001843","Hotel"
"GEN24_1001843","Staying with family or friends"
"GEN24_1001844","Staying with family or friends"
"GEN24_1001848","Hotel"
"GEN24_1001851","Marae"
"GEN24_1001851","Other accommodation"
"GEN24_1001851","Staying with family or friends"
"GEN24_1001852","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001853","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1001853","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1001853","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001853","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001853","Staying with family or friends"
"GEN24_1001854","House / flat that you paid some rent for"
"GEN24_1001855","House / flat that you paid some rent for"
"GEN24_1001856","Hotel"
"GEN24_1001856","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1001856","Staying with family or friends"
"GEN24_1001857","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001857","Staying with family or friends"
"GEN24_1001862","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001864","House / flat that you paid some rent for"
"GEN24_1001865","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001866","Staying with family or friends"
"GEN24_1001872","Staying with family or friends"
"GEN24_1001881","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1001884","Hotel"
"GEN24_1001885","House / flat that you paid some rent for"
"GEN24_1001887","Hotel"
"GEN24_1001887","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001887","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001889","Staying with family or friends"
"GEN24_1001893","Hotel"
"GEN24_1001893","House / flat that you paid some rent for"
"GEN24_1001893","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001893","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001893","Staying with family or friends"
"GEN24_1001901","Staying with family or friends"
"GEN24_1001904","Backpackers"
"GEN24_1001904","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001904","Staying with family or friends"
"GEN24_1001906","Staying with family or friends"
"GEN24_1001908","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001908","Staying with family or friends"
"GEN24_1001915","Other accommodation"
"GEN24_1001917","Farm-stay or Home-stay"
"GEN24_1001917","Hotel"
"GEN24_1001917","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001917","Staying with family or friends"
"GEN24_1001918","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001918","Staying with family or friends"
"GEN24_1001921","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001924","Hotel"
"GEN24_1001924","Staying with family or friends"
"GEN24_1001930","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1001930","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1001930","Hotel"
"GEN24_1001930","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001932","Hotel"
"GEN24_1001933","Hotel"
"GEN24_1001933","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001934","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1001934","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1001934","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1001934","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1001935","Motel, Motor Inn or Serviced Apartment"
"GEN24_1001936","Not sure"
"GEN24_1001940","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
