"response_id","travelled_with"
"GEN24_1002139","Other adult family / relative"
"GEN24_1002143","My husband, wife or partner"
"GEN24_1002147","Child/children aged under 15"
"GEN24_1002147","My husband, wife or partner"
"GEN24_1002149","My husband, wife or partner"
"GEN24_1002154","My husband, wife or partner"
"GEN24_1002157","My husband, wife or partner"
"GEN24_1002158","Other adult(s) who are not family / relatives"
"GEN24_1002160","No one, I was on my own"
"GEN24_1002171","My husband, wife or partner"
"GEN24_1002171","Other adult(s) who are not family / relatives"
"GEN24_1002172","Other adult(s) who are not family / relatives"
"GEN24_1002177","My husband, wife or partner"
"GEN24_1002180","No one, I was on my own"
"GEN24_1002182","No one, I was on my own"
"GEN24_1002191","Other adult(s) who are not family / relatives"
"GEN24_1002195","My husband, wife or partner"
"GEN24_1002199","Child/children aged 15 or older"
"GEN24_1002200","Other adult(s) who are not family / relatives"
"GEN24_1002201","Other adult(s) who are not family / relatives"
"GEN24_1002210","No one, I was on my own"
"GEN24_1002211","My husband, wife or partner"
"GEN24_1002214","My husband, wife or partner"
"GEN24_1002221","No one, I was on my own"
"GEN24_1002226","No one, I was on my own"
"GEN24_1002229","No one, I was on my own"
"GEN24_1002231","Other adult family / relative"
"GEN24_1002242","Other adult family / relative"
"GEN24_1002244","No one, I was on my own"
"GEN24_1002250","No one, I was on my own"
"GEN24_1002251","No one, I was on my own"
"GEN24_1002256","My husband, wife or partner"
"GEN24_1002258","My husband, wife or partner"
"GEN24_1002259","No one, I was on my own"
"GEN24_1002260","Other adult(s) who are not family / relatives"
"GEN24_1002279","Other adult(s) who are not family / relatives"
"GEN24_1002284","My husband, wife or partner"
"GEN24_1002291","No one, I was on my own"
"GEN24_1002297","Other adult family / relative"
"GEN24_1002298","No one, I was on my own"
"GEN24_1002301","My husband, wife or partner"
"GEN24_1002304","Child/children aged under 15"
"GEN24_1002304","Other adult family / relative"
"GEN24_1002306","Child/children aged 15 or older"
"GEN24_1002306","Child/children aged under 15"
"GEN24_1002306","My husband, wife or partner"
"GEN24_1002307","Child/children aged under 15"
"GEN24_1002307","My husband, wife or partner"
"GEN24_1002308","Child/children aged under 15"
"GEN24_1002310","No one, I was on my own"
"GEN24_1002312","No one, I was on my own"
"GEN24_1002313","Child/children aged 15 or older"
"GEN24_1002321","No one, I was on my own"
"GEN24_1002331","No one, I was on my own"
"GEN24_1002334","No one, I was on my own"
"GEN24_1002338","Child/children aged 15 or older"
"GEN24_1002338","Child/children aged under 15"
"GEN24_1002338","My husband, wife or partner"
"GEN24_1002344","No one, I was on my own"
"GEN24_1002345","Child/children aged under 15"
"GEN24_1002345","Other adult family / relative"
"GEN24_1002346","My husband, wife or partner"
"GEN24_1002351","Child/children aged 15 or older"
"GEN24_1002353","Other adult(s) who are not family / relatives"
"GEN24_1002354","No one, I was on my own"
"GEN24_1002361","No one, I was on my own"
"GEN24_1002366","My husband, wife or partner"
"GEN24_1002367","My husband, wife or partner"
"GEN24_1002369","Other adult family / relative"
"GEN24_1002370","My husband, wife or partner"
"GEN24_1002372","Child/children aged 15 or older"
"GEN24_1002372","Child/children aged under 15"
"GEN24_1002372","My husband, wife or partner"
"GEN24_1002373","Child/children aged under 15"
"GEN24_1002374","Other adult(s) who are not family / relatives"
"GEN24_1002375","My husband, wife or partner"
"GEN24_1002380","No one, I was on my own"
"GEN24_1002381","My husband, wife or partner"
"GEN24_1002382","No one, I was on my own"
"GEN24_1002383","My husband, wife or partner"
"GEN24_1002384","My husband, wife or partner"
"GEN24_1002396","No one, I was on my own"
"GEN24_1002399","Child/children aged under 15"
"GEN24_1002400","Child/children aged under 15"
"GEN24_1002400","My husband, wife or partner"
"GEN24_1002403","Other adult family / relative"
"GEN24_1002412","No one, I was on my own"
"GEN24_1002413","No one, I was on my own"
"GEN24_1002414","Other adult family / relative"
"GEN24_1002416","Other adult family / relative"
"GEN24_1002426","No one, I was on my own"
"GEN24_1002428","My husband, wife or partner"
"GEN24_1002429","My husband, wife or partner"
"GEN24_1002430","No one, I was on my own"
"GEN24_1002435","Other adult family / relative"
"GEN24_1002436","My husband, wife or partner"
"GEN24_1002437","My husband, wife or partner"
"GEN24_1002437","Other adult(s) who are not family / relatives"
"GEN24_1002438","No one, I was on my own"
"GEN24_1002442","Other adult(s) who are not family / relatives"
"GEN24_1002443","Child/children aged 15 or older"
"GEN24_1002443","My husband, wife or partner"
"GEN24_1002445","My husband, wife or partner"
"GEN24_1002446","No one, I was on my own"
"GEN24_1002447","No one, I was on my own"
"GEN24_1002450","My husband, wife or partner"
"GEN24_1002451","Other adult family / relative"
"GEN24_1002452","Child/children aged under 15"
"GEN24_1002466","No one, I was on my own"
"GEN24_1002470","Other adult(s) who are not family / relatives"
"GEN24_1002475","Child/children aged 15 or older"
"GEN24_1002475","Child/children aged under 15"
"GEN24_1002475","My husband, wife or partner"
"GEN24_1002475","Other adult family / relative"
"GEN24_1002478","No one, I was on my own"
"GEN24_1002481","My husband, wife or partner"
"GEN24_1002488","My husband, wife or partner"
"GEN24_1002491","Other adult family / relative"
"GEN24_1002492","No one, I was on my own"
"GEN24_1002496","My husband, wife or partner"
"GEN24_1002498","Other adult(s) who are not family / relatives"
"GEN24_1002505","My husband, wife or partner"
"GEN24_1002507","Other adult(s) who are not family / relatives"
"GEN24_1002508","My husband, wife or partner"
"GEN24_1002508","Other adult(s) who are not family / relatives"
"GEN24_1002509","My husband, wife or partner"
"GEN24_1002510","My husband, wife or partner"
"GEN24_1002513","No one, I was on my own"
"GEN24_1002514","No one, I was on my own"
"GEN24_1002519","My husband, wife or partner"
"GEN24_1002524","Child/children aged under 15"
"GEN24_1002525","Child/children aged 15 or older"
"GEN24_1002525","Child/children aged under 15"
"GEN24_1002525","My husband, wife or partner"
"GEN24_1002530","My husband, wife or partner"
"GEN24_1002536","My husband, wife or partner"
"GEN24_1002538","No one, I was on my own"
"GEN24_1002544","My husband, wife or partner"
"GEN24_1002546","No one, I was on my own"
"GEN24_1002549","Other adult(s) who are not family / relatives"
"GEN24_1002550","My husband, wife or partner"
"GEN24_1002553","No one, I was on my own"
"GEN24_1002554","No one, I was on my own"
"GEN24_1002556","Other adult family / relative"
"GEN24_1002559","My husband, wife or partner"
"GEN24_1002561","No one, I was on my own"
"GEN24_1002566","My husband, wife or partner"
"GEN24_1002580","No one, I was on my own"
"GEN24_1002582","My husband, wife or partner"
"GEN24_1002583","Child/children aged under 15"
"GEN24_1002584","No one, I was on my own"
"GEN24_1002585","No one, I was on my own"
"GEN24_1002588","My husband, wife or partner"
"GEN24_1002592","No one, I was on my own"
"GEN24_1002593","No one, I was on my own"
"GEN24_1002594","No one, I was on my own"
"GEN24_1002597","Child/children aged under 15"
"GEN24_1002597","Other adult family / relative"
"GEN24_1002604","Other adult family / relative"
"GEN24_1002607","Other adult family / relative"
"GEN24_1002620","Other adult family / relative"
"GEN24_1002627","Child/children aged under 15"
"GEN24_1002627","My husband, wife or partner"
"GEN24_1002629","No one, I was on my own"
"GEN24_1002635","Child/children aged under 15"
"GEN24_1002635","My husband, wife or partner"
"GEN24_1002640","Other adult family / relative"
"GEN24_1002642","My husband, wife or partner"
"GEN24_1002645","My husband, wife or partner"
"GEN24_1002646","My husband, wife or partner"
"GEN24_1002666","Other adult(s) who are not family / relatives"
"GEN24_1002667","My husband, wife or partner"
"GEN24_1002668","My husband, wife or partner"
"GEN24_1002670","Other adult family / relative"
"GEN24_1002671","No one, I was on my own"
"GEN24_1002672","My husband, wife or partner"
"GEN24_1002673","My husband, wife or partner"
"GEN24_1002674","No one, I was on my own"
"GEN24_1002677","Child/children aged under 15"
"GEN24_1002677","My husband, wife or partner"
"GEN24_1002681","Other adult(s) who are not family / relatives"
"GEN24_1002687","No one, I was on my own"
"GEN24_1002688","Other adult family / relative"
"GEN24_1002694","My husband, wife or partner"
"GEN24_1002696","No one, I was on my own"
"GEN24_1002707","My husband, wife or partner"
"GEN24_1002717","Other adult(s) who are not family / relatives"
"GEN24_1002725","No one, I was on my own"
"GEN24_1002727","No one, I was on my own"
"GEN24_1002731","Child/children aged 15 or older"
"GEN24_1002732","No one, I was on my own"
"GEN24_1002733","My husband, wife or partner"
"GEN24_1002733","Other adult(s) who are not family / relatives"
"GEN24_1002741","My husband, wife or partner"
"GEN24_1002753","No one, I was on my own"
"GEN24_1002758","My husband, wife or partner"
"GEN24_1002760","No one, I was on my own"
"GEN24_1002762","No one, I was on my own"
"GEN24_1002763","Child/children aged under 15"
"GEN24_1002763","My husband, wife or partner"
"GEN24_1002764","Child/children aged under 15"
"GEN24_1002765","My husband, wife or partner"
"GEN24_1002770","My husband, wife or partner"
"GEN24_1002771","My husband, wife or partner"
"GEN24_1002774","My husband, wife or partner"
"GEN24_1002778","No one, I was on my own"
"GEN24_1002782","My husband, wife or partner"
"GEN24_1002786","No one, I was on my own"
"GEN24_1002794","No one, I was on my own"
"GEN24_1002797","Other adult family / relative"
"GEN24_1002799","My husband, wife or partner"
"GEN24_1002801","Child/children aged under 15"
"GEN24_1002801","My husband, wife or partner"
"GEN24_1002801","Other adult family / relative"
"GEN24_1002803","No one, I was on my own"
"GEN24_1002804","Child/children aged 15 or older"
"GEN24_1002806","No one, I was on my own"
"GEN24_1002807","My husband, wife or partner"
"GEN24_1002808","No one, I was on my own"
"GEN24_1002811","My husband, wife or partner"
"GEN24_1002812","My husband, wife or partner"
"GEN24_1002813","No one, I was on my own"
"GEN24_1002816","My husband, wife or partner"
"GEN24_1002817","No one, I was on my own"
"GEN24_1002819","My husband, wife or partner"
"GEN24_1002820","No one, I was on my own"
"GEN24_1002824","My husband, wife or partner"
"GEN24_1002826","My husband, wife or partner"
"GEN24_1002836","My husband, wife or partner"
"GEN24_1002838","No one, I was on my own"
"GEN24_1002839","My husband, wife or partner"
"GEN24_1002840","No one, I was on my own"
"GEN24_1002842","Other adult family / relative"
"GEN24_1002848","Other adult family / relative"
"GEN24_1002853","My husband, wife or partner"
"GEN24_1002855","My husband, wife or partner"
"GEN24_1002856","My husband, wife or partner"
"GEN24_1002857","My husband, wife or partner"
"GEN24_1002858","No one, I was on my own"
"GEN24_1002860","No one, I was on my own"
"GEN24_1002862","My husband, wife or partner"
"GEN24_1002864","No one, I was on my own"
"GEN24_1002865","Other adult family / relative"
"GEN24_1002874","Child/children aged 15 or older"
"GEN24_1002880","No one, I was on my own"
"GEN24_1002881","Other adult(s) who are not family / relatives"
"GEN24_1002882","My husband, wife or partner"
"GEN24_1002883","No one, I was on my own"
"GEN24_1002884","Other adult family / relative"
"GEN24_1002888","My husband, wife or partner"
"GEN24_1002889","Other adult(s) who are not family / relatives"
"GEN24_1002890","Child/children aged under 15"
"GEN24_1002892","My husband, wife or partner"
"GEN24_1002894","Child/children aged 15 or older"
"GEN24_1002897","Other adult(s) who are not family / relatives"
"GEN24_1002906","Other adult(s) who are not family / relatives"
"GEN24_1002907","My husband, wife or partner"
"GEN24_1002912","My husband, wife or partner"
"GEN24_1002914","Child/children aged under 15"
"GEN24_1002914","My husband, wife or partner"
"GEN24_1002919","Child/children aged under 15"
"GEN24_1002919","My husband, wife or partner"
"GEN24_1002920","Other adult(s) who are not family / relatives"
"GEN24_1002921","Other adult family / relative"
"GEN24_1002921","Other adult(s) who are not family / relatives"
"GEN24_1002922","No one, I was on my own"
"GEN24_1002929","Other adult family / relative"
"GEN24_1002932","My husband, wife or partner"
"GEN24_1002940","Other adult family / relative"
"GEN24_1002943","My husband, wife or partner"
"GEN24_1002946","Other adult family / relative"
"GEN24_1002948","Other adult(s) who are not family / relatives"
"GEN24_1002951","Other adult family / relative"
"GEN24_1002952","Other adult(s) who are not family / relatives"
"GEN24_1002955","Other adult family / relative"
"GEN24_1002960","My husband, wife or partner"
"GEN24_1002969","My husband, wife or partner"
"GEN24_1002971","Other adult(s) who are not family / relatives"
"GEN24_1002974","Other adult family / relative"
"GEN24_1002977","Other adult(s) who are not family / relatives"
"GEN24_1002978","My husband, wife or partner"
"GEN24_1002981","No one, I was on my own"
"GEN24_1002982","Other adult(s) who are not family / relatives"
"GEN24_1002984","My husband, wife or partner"
"GEN24_1002985","My husband, wife or partner"
"GEN24_1002986","My husband, wife or partner"
"GEN24_1002986","Other adult family / relative"
"GEN24_1002987","Other adult family / relative"
"GEN24_1002988","Other adult(s) who are not family / relatives"
"GEN24_1002989","Child/children aged 15 or older"
"GEN24_1002989","My husband, wife or partner"
"GEN24_1002990","My husband, wife or partner"
"GEN24_1002996","My husband, wife or partner"
"GEN24_1002997","Child/children aged under 15"
"GEN24_1002997","Other adult family / relative"
