==== tree_model_full: summary() ===
Call:
rpart(formula = recommend_rating ~ ., data = select(df, -response_id, 
    -visit_purpose, -country_of_residence_group), method = "anova", 
    control = rpart.control(cp = 1e-04, xval = 10))
  n= 21551 

              CP nsplit rel error    xerror       xstd
      share_cost_eating_out                               < 0.3138462    to the right, improve=0.03073288, (0 missing)
      share_cost_food_drink                               < 0.04038043   to the right, improve=0.02666843, (0 missing)
      activity_food_and_or_wine_alcohol_event_or_festival < 0.5          to the left,  improve=0.02294978, (0 missing)
      activity_a_public_museum_or_art_gallery             < 0.5          to the right, improve=0.02274568, (0 missing)
  Surrogate splits:
      activity_rafting_canoeing_kayaking                                          < 0.5          to the right, agree=0.752, adj=0.089, (0 split)
      activity_other_themed_experience_e_g_all_blacks_experience_antarctic_centre < 0.5          to the right, agree=0.743, adj=0.054, (0 split)
      activity_fishing                                                            < 0.5          to the right, agree=0.743, adj=0.054, (0 split)
      activity_quad_biking_4wd_vehicle_tour                                       < 0.5          to the right, agree=0.743, adj=0.054, (0 split)
      other_countries_no_countries_visited                                        < 3.5          to the right, agree=0.738, adj=0.036, (0 split)

Node number 3875518: 144 observations,    complexity param=0.0001617755
  mean=9.347222, MSE=1.08777 
  left son=7751036 (11 obs) right son=7751037 (133 obs)
  Primary splits:
      activity_theme_park_or_leisure_park < 0.5          to the right, improve=0.03842115, (0 missing)
      share_cost_shopping                 < 0.01376777   to the right, improve=0.03422249, (0 missing)
      share_cost_eating_out               < 0.153259     to the right, improve=0.03408406, (0 missing)
      share_cost_car_rentals              < 0.1989831    to the left,  improve=0.03381709, (0 missing)
      age_range                           splits as  RRRRRRLLLLLLLL, improve=0.03013124, (0 missing)
  Surrogate splits:
      share_cost_other < 0.1330476    to the right, agree=0.931, adj=0.091, (0 split)

Node number 3875519: 32 observations
  mean=9.8125, MSE=0.2773438 

Node number 3921350: 25 observations,    complexity param=0.0001189868
  mean=9, MSE=1.12 
  left son=7842700 (18 obs) right son=7842701 (7 obs)
  Primary splits:
      share_cost_accomm     < 0.2111907    to the right, improve=0.17715420, (0 missing)
      age_range             splits as  LLLLLLLLLRRRRR, improve=0.14880950, (0 missing)
      share_cost_day_cruise < 0.01377594   to the right, improve=0.09523810, (0 missing)
      share_cost_food_drink < 0.02967033   to the left,  improve=0.09157509, (0 missing)
      no_days_in_nz         < 8.5          to the left,  improve=0.06377551, (0 missing)
  Surrogate splits:
      share_cost_food_drink                 < 0.0112825    to the right, agree=0.84, adj=0.429, (0 split)
      share_cost_tour_package               < 0.3336428    to the left,  agree=0.84, adj=0.429, (0 split)
      no_days_in_nz                         < 3.5          to the right, agree=0.80, adj=0.286, (0 split)
      package_deal                          splits as  L-R-, agree=0.80, adj=0.286, (0 split)
      accomm_staying_with_family_or_friends < 0.5          to the left,  agree=0.80, adj=0.286, (0 split)

Node number 3921351: 84 observations,    complexity param=0.0001289966
  mean=9.52381, MSE=0.6303855 
  left son=7842702 (48 obs) right son=7842703 (36 obs)
  Primary splits:
      share_cost_eating_out < 0.1122271    to the right, improve=0.07673861, (0 missing)
      share_cost_day_cruise < 0.0512018    to the right, improve=0.06409418, (0 missing)
      age_range             splits as  RRRRRRRLLLLLLL, improve=0.05946493, (0 missing)
      transport_helicopter  < 0.5          to the right, improve=0.05129646, (0 missing)
      departure_location    splits as  RRLR-, improve=0.05093509, (0 missing)
  Surrogate splits:
      treated_spend_capped     < 4257.048     to the left,  agree=0.679, adj=0.250, (0 split)
      share_cost_dom_flights   < 0.01107011   to the left,  agree=0.667, adj=0.222, (0 split)
      travel_type              splits as  LLR-, agree=0.655, adj=0.194, (0 split)
      share_cost_entertainment < 0.08394588   to the right, agree=0.655, adj=0.194, (0 split)
      share_cost_dom_travel    < 0.0569262    to the left,  agree=0.643, adj=0.167, (0 split)

Node number 4160426: 7 observations
  mean=8.571429, MSE=1.102041 

Node number 4160427: 23 observations
  mean=9.652174, MSE=0.3137996 

Node number 4472436: 47 observations,    complexity param=0.0003933522
  mean=8, MSE=2.553191 
  left son=8944872 (26 obs) right son=8944873 (21 obs)
  Primary splits:
      share_cost_food_drink                             < 0.04054795   to the right, improve=0.16140110, (0 missing)
      share_cost_dom_travel                             < 0.1953017    to the left,  improve=0.13988100, (0 missing)
      treated_spend_capped                              < 1302.929     to the right, improve=0.11330360, (0 missing)
      transport_app_based_services_such_as_uber_ola_etc < 0.5          to the left,  improve=0.08616667, (0 missing)
      arrival_season                                    splits as  RRRL-, improve=0.07173382, (0 missing)
  Surrogate splits:
      share_cost_dom_travel < 0.1953017    to the left,  agree=0.660, adj=0.238, (0 split)
      arrival_season        splits as  LRRL-, agree=0.638, adj=0.190, (0 split)
      treated_spend_capped  < 992.04       to the left,  agree=0.638, adj=0.190, (0 split)
      share_cost_shopping   < 0.1177108    to the right, agree=0.638, adj=0.190, (0 split)
      share_cost_eating_out < 0.3005952    to the left,  agree=0.638, adj=0.190, (0 split)

Node number 4472437: 61 observations,    complexity param=0.0001964272
  mean=9, MSE=1.377049 
  left son=8944874 (54 obs) right son=8944875 (7 obs)
  Primary splits:
      activity_watching_or_playing_some_sport < 0.5          to the left,  improve=0.09413580, (0 missing)
      activity_top_end_restaurants            < 0.5          to the right, improve=0.08645125, (0 missing)
      activity_zoo_or_wildlife_park           < 0.5          to the right, improve=0.08392296, (0 missing)
      package_deal                            splits as  RLL-, improve=0.06916100, (0 missing)
      accomm_hotel                            < 0.5          to the left,  improve=0.06365955, (0 missing)
  Surrogate splits:
      treated_spend_capped                                                        < 4443.41      to the left,  agree=0.918, adj=0.286, (0 split)
      activity_other_themed_experience_e_g_all_blacks_experience_antarctic_centre < 0.5          to the left,  agree=0.902, adj=0.143, (0 split)
      transport_bus_service_between_towns_cities                                  < 0.5          to the left,  agree=0.902, adj=0.143, (0 split)

Node number 4472438: 37 observations,    complexity param=0.0001933004
  mean=8.864865, MSE=1.306063 
  left son=8944876 (13 obs) right son=8944877 (24 obs)
  Primary splits:
      share_cost_food_drink < 0.03793599   to the left,  improve=0.16675450, (0 missing)
      share_cost_shopping   < 0.1142894    to the right, improve=0.11456850, (0 missing)
      transport_other_ferry < 0.5          to the left,  improve=0.08520404, (0 missing)
      share_cost_accomm     < 0.3858528    to the left,  improve=0.05863331, (0 missing)
      no_days_in_nz         < 3.5          to the left,  improve=0.05737916, (0 missing)
  Surrogate splits:
      share_cost_accomm               < 0.4425813    to the right, agree=0.757, adj=0.308, (0 split)
      no_days_in_nz                   < 2.5          to the left,  agree=0.730, adj=0.231, (0 split)
      share_cost_shopping             < 0.05725524   to the left,  agree=0.730, adj=0.231, (0 split)
      activity_other_live_performance < 0.5          to the right, agree=0.703, adj=0.154, (0 split)
      share_cost_eating_out           < 0.154593     to the left,  agree=0.703, adj=0.154, (0 split)

Node number 4472439: 11 observations
  mean=10, MSE=0 

Node number 6224820: 7 observations
  mean=8.142857, MSE=1.55102 

Node number 6224821: 26 observations,    complexity param=0.00015509
  mean=9.230769, MSE=1.408284 
  left son=12449642 (10 obs) right son=12449643 (16 obs)
  Primary splits:
      arrival_season              splits as  RRRL-, improve=0.17657560, (0 missing)
      itinerary_region_canterbury < 0.5          to the right, improve=0.16835160, (0 missing)
      activity_a_beach            < 0.5          to the left,  improve=0.15126050, (0 missing)
      share_cost_eating_out       < 0.3405797    to the right, improve=0.14380250, (0 missing)
      arrival_location            splits as  RL--L-, improve=0.08235294, (0 missing)
  Surrogate splits:
      departure_location          splits as  RR-L-, agree=0.731, adj=0.3, (0 split)
      arrival_location            splits as  RR--L-, agree=0.731, adj=0.3, (0 split)
      itinerary_region_wellington < 0.5          to the right, agree=0.731, adj=0.3, (0 split)
      transport_drove_themselves  < 0.5          to the right, agree=0.731, adj=0.3, (0 split)
      share_cost_eating_out       < 0.4772727    to the right, agree=0.731, adj=0.3, (0 split)

Node number 7032770: 19 observations
  mean=8.684211, MSE=1.900277 

Node number 7032771: 15 observations
  mean=9.8, MSE=0.16 

Node number 7032772: 65 observations,    complexity param=0.0001705441
  mean=9.030769, MSE=1.014438 
  left son=14065544 (58 obs) right son=14065545 (7 obs)
  Primary splits:
      share_cost_food_drink                   < 0.1930214    to the left,  improve=0.11176320, (0 missing)
      transport_other_ferry                   < 0.5          to the right, improve=0.10856470, (0 missing)
      activity_a_public_museum_or_art_gallery < 0.5          to the right, improve=0.09306220, (0 missing)
      no_days_in_nz                           < 22           to the right, improve=0.06837154, (0 missing)
      share_cost_dom_flights                  < 0.05782086   to the right, improve=0.06648757, (0 missing)
  Surrogate splits:
      accomm_camping_at_a_national_park_department_of_conservation_camping_ground < 0.5          to the left,  agree=0.923, adj=0.286, (0 split)
      treated_spend_capped                                                        < 758.1287     to the right, agree=0.923, adj=0.286, (0 split)

Node number 7032773: 20 observations
  mean=9.7, MSE=0.41 

Node number 7036700: 26 observations,    complexity param=0.0002032439
  mean=8.730769, MSE=1.889053 
  left son=14073400 (12 obs) right son=14073401 (14 obs)
  Primary splits:
      activity_a_public_museum_or_art_gallery                                                                                               < 0.5          to the right, improve=0.1901965, (0 missing)
      share_cost_entertainment                                                                                                              < 0.1105522    to the right, improve=0.1901965, (0 missing)
      departure_location                                                                                                                    splits as  RL-L-, improve=0.1589379, (0 missing)
      no_days_in_nz                                                                                                                         < 11.5         to the right, improve=0.1496614, (0 missing)
      accomm_house_flat_apartment_booked_through_an_online_website_including_booking_com_air_bn_b_home_swap_home_stay_hotel_com_expedia_etc < 0.5          to the right, improve=0.1496614, (0 missing)
  Surrogate splits:
      departure_location      splits as  RL-L-, agree=0.808, adj=0.583, (0 split)
      maori_exp_none_of_these < 0.5          to the left,  agree=0.808, adj=0.583, (0 split)
      treated_spend_capped    < 2123.716     to the right, agree=0.731, adj=0.417, (0 split)
      share_cost_eating_out   < 0.2557271    to the left,  agree=0.731, adj=0.417, (0 split)
      arrival_location        splits as  RL--R-, agree=0.692, adj=0.333, (0 split)

Node number 7036701: 209 observations,    complexity param=0.000200289
  mean=9.325359, MSE=1.090314 
  left son=14073402 (130 obs) right son=14073403 (79 obs)
  Primary splits:
      transport_rental_car                     < 0.5          to the right, improve=0.02671788, (0 missing)
      age_range                                splits as  LLLRRRRRRRRRRR, improve=0.02362356, (0 missing)
      share_cost_car_rentals                   < 0.03114888   to the right, improve=0.02212534, (0 missing)
      activity_a_marine_park_or_marine_reserve < 0.5          to the right, improve=0.02175326, (0 missing)
      itinerary_region_hawkes_bay              < 0.5          to the right, improve=0.01999893, (0 missing)
  Surrogate splits:
      share_cost_car_rentals                                    < 0.03114888   to the right, agree=0.871, adj=0.658, (0 split)
      transport_drove_themselves                                < 0.5          to the right, agree=0.756, adj=0.354, (0 split)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the left,  agree=0.742, adj=0.316, (0 split)
      share_cost_accomm                                         < 0.2282878    to the right, agree=0.722, adj=0.266, (0 split)
      share_cost_eating_out                                     < 0.3395596    to the left,  agree=0.708, adj=0.228, (0 split)

Node number 7069536: 26 observations
  mean=8.653846, MSE=1.149408 

Node number 7069537: 9 observations
  mean=9.555556, MSE=0.691358 

Node number 7069538: 71 observations,    complexity param=0.0001842093
  mean=9.253521, MSE=1.231502 
  left son=14139076 (44 obs) right son=14139077 (27 obs)
  Primary splits:
      share_cost_entertainment                                                                                                              < 0.02239305   to the right, improve=0.08505155, (0 missing)
      share_cost_dom_flights                                                                                                                < 0.2395983    to the left,  improve=0.07380964, (0 missing)
      age_range                                                                                                                             splits as  LLLLLRRRRRRRRR, improve=0.07320913, (0 missing)
      share_cost_shopping                                                                                                                   < 0.1118421    to the right, improve=0.06568268, (0 missing)
      accomm_house_flat_apartment_booked_through_an_online_website_including_booking_com_air_bn_b_home_swap_home_stay_hotel_com_expedia_etc < 0.5          to the right, improve=0.05940987, (0 missing)
  Surrogate splits:
      share_cost_shopping    < 0.2332381    to the left,  agree=0.718, adj=0.259, (0 split)
      share_cost_dom_flights < 0.2732919    to the left,  agree=0.690, adj=0.185, (0 split)
      treated_spend_capped   < 530.5587     to the right, agree=0.676, adj=0.148, (0 split)
      share_cost_eating_out  < 0.143955     to the right, agree=0.676, adj=0.148, (0 split)
      age_range              splits as  LLLLLLLLLRRRRR, agree=0.662, adj=0.111, (0 split)

Node number 7069539: 22 observations
  mean=9.954545, MSE=0.04338843 

Node number 7751022: 56 observations,    complexity param=0.000260224
  mean=8.875, MSE=1.502232 
  left son=15502044 (21 obs) right son=15502045 (35 obs)
  Primary splits:
      share_cost_eating_out                                   < 0.1762749    to the right, improve=0.16201800, (0 missing)
      treated_spend_capped                                    < 5843.088     to the left,  improve=0.13899770, (0 missing)
      other_countries_no_countries_visited                    < 1.5          to the left,  improve=0.12035660, (0 missing)
      other_countries_visited_before                          < 0.5          to the left,  improve=0.09432512, (0 missing)
      travel_party_other_adult_s_who_are_not_family_relatives < 0.5          to the right, improve=0.09108920, (0 missing)
  Surrogate splits:
      accomm_backpackers            < 0.5          to the right, agree=0.679, adj=0.143, (0 split)
      other_countries_visited_after < 0.5          to the right, agree=0.679, adj=0.143, (0 split)
      no_days_in_nz                 < 5.5          to the left,  agree=0.661, adj=0.095, (0 split)
      travel_type                   splits as  RLR-, agree=0.661, adj=0.095, (0 split)
      arrival_year                  splits as  LRRR-, agree=0.661, adj=0.095, (0 split)

Node number 7751023: 150 observations,    complexity param=0.0001923829
  mean=9.326667, MSE=1.153289 
  left son=15502046 (110 obs) right son=15502047 (40 obs)
  Primary splits:
      share_cost_food_drink  < 0.04038043   to the right, improve=0.04394634, (0 missing)
      share_cost_shopping    < 0.03463268   to the left,  improve=0.03314307, (0 missing)
      arrival_season         splits as  LRRR-, improve=0.02776325, (0 missing)
      activity_bungy_jumping < 0.5          to the left,  improve=0.02158507, (0 missing)
      no_days_in_nz          < 4.5          to the left,  improve=0.02112094, (0 missing)
  Surrogate splits:
      share_cost_accomm      < 0.1626874    to the right, agree=0.753, adj=0.075, (0 split)
      share_cost_dom_flights < 0.06897116   to the left,  agree=0.753, adj=0.075, (0 split)
      share_cost_shopping    < 0.2685936    to the left,  agree=0.747, adj=0.050, (0 split)
      share_cost_other       < 0.214518     to the left,  agree=0.747, adj=0.050, (0 split)
      share_cost_eating_out  < 0.03352913   to the right, agree=0.740, adj=0.025, (0 split)

Node number 7751036: 11 observations
  mean=8.636364, MSE=2.413223 

Node number 7751037: 133 observations,    complexity param=0.0001617755
  mean=9.406015, MSE=0.9328962 
  left son=15502074 (115 obs) right son=15502075 (18 obs)
  Primary splits:
      share_cost_shopping    < 0.0139642    to the right, improve=0.04864060, (0 missing)
      share_cost_dom_flights < 0.03707172   to the right, improve=0.04551000, (0 missing)
      share_cost_eating_out  < 0.153259     to the right, improve=0.04528437, (0 missing)
      age_range              splits as  RRRRRRRLLLLLLL, improve=0.04307843, (0 missing)
      share_cost_car_rentals < 0.1989831    to the left,  improve=0.04003322, (0 missing)
  Surrogate splits:
      share_cost_car_rentals < 0.4076867    to the left,  agree=0.895, adj=0.222, (0 split)
      share_cost_food_drink  < 0.02200333   to the right, agree=0.880, adj=0.111, (0 split)
      departure_location     splits as  LLLR-, agree=0.872, adj=0.056, (0 split)
      treated_spend_capped   < 1272.56      to the right, agree=0.872, adj=0.056, (0 split)

Node number 7842700: 18 observations
  mean=8.722222, MSE=1.200617 

Node number 7842701: 7 observations
  mean=9.714286, MSE=0.2040816 

Node number 7842702: 48 observations,    complexity param=0.0001289966
  mean=9.333333, MSE=0.6805556 
  left son=15685404 (14 obs) right son=15685405 (34 obs)
  Primary splits:
      age_range                                                                splits as  RRRRRRRLLLLLLL, improve=0.2884582, (0 missing)
      share_cost_car_rentals                                                   < 0.1004202    to the left,  improve=0.1166181, (0 missing)
      activity_top_end_restaurants                                             < 0.5          to the left,  improve=0.1118383, (0 missing)
      activity_extreme_ride_e_g_luge_fly_by_wire_zorbing_flying_fox_zip_lining < 0.5          to the left,  improve=0.1114983, (0 missing)
      arrival_year                                                             splits as  RLRR-, improve=0.1068646, (0 missing)
  Surrogate splits:
      other_countries_visited_before < 0.5          to the right, agree=0.792, adj=0.286, (0 split)
      share_cost_accomm              < 0.5557461    to the right, agree=0.792, adj=0.286, (0 split)
      travel_type                    splits as  RLL-, agree=0.771, adj=0.214, (0 split)
      transport_local_bus_service    < 0.5          to the right, agree=0.771, adj=0.214, (0 split)
      package_deal                   splits as  RRL-, agree=0.750, adj=0.143, (0 split)

Node number 7842703: 36 observations
  mean=9.777778, MSE=0.4506173 

Node number 8944872: 26 observations,    complexity param=0.0003933522
  mean=7.423077, MSE=2.321006 
  left son=17889744 (10 obs) right son=17889745 (16 obs)
  Primary splits:
      share_cost_dom_travel                   < 0.08384314   to the left,  improve=0.3396431, (0 missing)
      share_cost_eating_out                   < 0.2674211    to the right, improve=0.1631612, (0 missing)
      travel_party_my_husband_wife_or_partner < 0.5          to the right, improve=0.1407903, (0 missing)
      no_days_in_nz                           < 4.5          to the left,  improve=0.1079785, (0 missing)
      activity_a_beach                        < 0.5          to the left,  improve=0.1079785, (0 missing)
  Surrogate splits:
      share_cost_accomm          < 0.5348422    to the right, agree=0.808, adj=0.5, (0 split)
      transport_drove_themselves < 0.5          to the right, agree=0.731, adj=0.3, (0 split)
      treated_spend_capped       < 1305.434     to the right, agree=0.731, adj=0.3, (0 split)
      package_deal               splits as  R-L-, agree=0.692, adj=0.2, (0 split)
      travel_type                splits as  RLR-, agree=0.692, adj=0.2, (0 split)

Node number 8944873: 21 observations,    complexity param=0.0002573923
  mean=8.714286, MSE=1.918367 
  left son=17889746 (9 obs) right son=17889747 (12 obs)
  Primary splits:
      transport_app_based_services_such_as_uber_ola_etc < 0.5          to the left,  improve=0.26635150, (0 missing)
      arrival_season                                    splits as  RRRL-, improve=0.13297870, (0 missing)
      share_cost_dom_travel                             < 0.1314655    to the left,  improve=0.09206219, (0 missing)
      share_cost_accomm                                 < 0.4757637    to the right, improve=0.08510638, (0 missing)
      travel_party_no_one_i_was_on_my_own               < 0.5          to the right, improve=0.07050290, (0 missing)
  Surrogate splits:
      no_days_in_nz         < 3.5          to the right, agree=0.714, adj=0.333, (0 split)
      share_cost_accomm     < 0.3937941    to the left,  agree=0.714, adj=0.333, (0 split)
      share_cost_dom_travel < 0.1062419    to the left,  agree=0.714, adj=0.333, (0 split)
      transport_rental_car  < 0.5          to the right, agree=0.667, adj=0.222, (0 split)
      treated_spend_capped  < 1077.872     to the left,  agree=0.667, adj=0.222, (0 split)

Node number 8944874: 54 observations,    complexity param=0.0001964272
  mean=8.87037, MSE=1.409122 
  left son=17889748 (19 obs) right son=17889749 (35 obs)
  Primary splits:
      activity_top_end_restaurants  < 0.5          to the right, improve=0.09706366, (0 missing)
      share_cost_food_drink         < 0.1096096    to the left,  improve=0.07863807, (0 missing)
      activity_zoo_or_wildlife_park < 0.5          to the right, improve=0.06856899, (0 missing)
      share_cost_eating_out         < 0.1433584    to the left,  improve=0.06856899, (0 missing)
      accomm_hotel                  < 0.5          to the left,  improve=0.06484546, (0 missing)
  Surrogate splits:
      accomm_luxury_accommodation_5_star_hotel_luxury_lodge < 0.5          to the right, agree=0.704, adj=0.158, (0 split)
      transport_limousine_car_with_driver_included          < 0.5          to the right, agree=0.685, adj=0.105, (0 split)
      treated_spend_capped                                  < 3761.314     to the right, agree=0.685, adj=0.105, (0 split)
      share_cost_dom_travel                                 < 0.08759591   to the right, agree=0.685, adj=0.105, (0 split)
      accomm_motel_motor_inn_or_serviced_apartment          < 0.5          to the right, agree=0.667, adj=0.053, (0 split)

Node number 8944875: 7 observations
  mean=10, MSE=0 

Node number 8944876: 13 observations
  mean=8.230769, MSE=0.9467456 

Node number 8944877: 24 observations,    complexity param=0.000159985
  mean=9.208333, MSE=1.164931 
  left son=17889754 (15 obs) right son=17889755 (9 obs)
  Primary splits:
      share_cost_shopping   < 0.1130268    to the right, improve=0.2385494, (0 missing)
      share_cost_accomm     < 0.3300899    to the left,  improve=0.2146476, (0 missing)
      share_cost_eating_out < 0.2006711    to the right, improve=0.1803279, (0 missing)
      first_nz_trip         splits as  RL-, improve=0.1259314, (0 missing)
      share_cost_dom_travel < 0.07796384   to the right, improve=0.1105645, (0 missing)
  Surrogate splits:
      first_nz_trip                                     splits as  RL-, agree=0.792, adj=0.444, (0 split)
      package_deal                                      splits as  LLR-, agree=0.750, adj=0.333, (0 split)
      travel_type                                       splits as  LRL-, agree=0.750, adj=0.333, (0 split)
      transport_app_based_services_such_as_uber_ola_etc < 0.5          to the left,  agree=0.750, adj=0.333, (0 split)
      share_cost_accomm                                 < 0.3888079    to the left,  agree=0.750, adj=0.333, (0 split)

Node number 12449642: 10 observations
  mean=8.6, MSE=1.84 

Node number 12449643: 16 observations
  mean=9.625, MSE=0.734375 

Node number 14065544: 58 observations,    complexity param=0.0001638229
  mean=8.913793, MSE=1.00981 
  left son=28131088 (8 obs) right son=28131089 (50 obs)
  Primary splits:
      share_cost_dom_flights                                                                                          < 0.1219693    to the right, improve=0.09858404, (0 missing)
      no_days_in_nz                                                                                                   < 19           to the right, improve=0.09344794, (0 missing)
      transport_other_ferry                                                                                           < 0.5          to the right, improve=0.08704185, (0 missing)
      accomm_other_paid_camping_ground_holiday_park_where_you_can_stay_in_a_tent_cabin_caravan_or_campervan_motorhome < 0.5          to the right, improve=0.08078392, (0 missing)
      share_cost_entertainment                                                                                        < 0.04504839   to the left,  improve=0.08011141, (0 missing)
  Surrogate splits:
      travel_type splits as  RRL-, agree=0.897, adj=0.25, (0 split)

Node number 14065545: 7 observations
  mean=10, MSE=0 

Node number 14073400: 12 observations
  mean=8.083333, MSE=2.576389 

Node number 14073401: 14 observations
  mean=9.285714, MSE=0.6326531 

Node number 14073402: 130 observations,    complexity param=0.000200289
  mean=9.192308, MSE=1.309172 
  left son=28146804 (105 obs) right son=28146805 (25 obs)
  Primary splits:
      activity_a_wildlife_sanctuary_a_sanctuary_for_new_zealands_endangered_species < 0.5          to the left,  improve=0.04325596, (0 missing)
      age_range                                                                     splits as  LLLRRRRRRRRRRR, improve=0.03553756, (0 missing)
      activity_glow_worm_tour                                                       < 0.5          to the left,  improve=0.03451464, (0 missing)
      share_cost_food_drink                                                         < 0.2147855    to the right, improve=0.03345837, (0 missing)
      itinerary_region_hawkes_bay                                                   < 0.5          to the right, improve=0.02824859, (0 missing)
  Surrogate splits:
      no_days_in_nz        < 25.5         to the left,  agree=0.831, adj=0.12, (0 split)
      treated_spend_capped < 9040.437     to the left,  agree=0.823, adj=0.08, (0 split)

Node number 14073403: 79 observations,    complexity param=0.0001215557
  mean=9.544304, MSE=0.6531005 
  left son=28146806 (41 obs) right son=28146807 (38 obs)
  Primary splits:
      first_nz_trip                                                splits as  RL-, improve=0.08530098, (0 missing)
      no_days_in_nz                                                < 6.5          to the left,  improve=0.05827371, (0 missing)
      maori_exp_see_maori_artefacts_art_or_crafts_in_an_exhibition < 0.5          to the left,  improve=0.05581527, (0 missing)
      itinerary_region_auckland                                    < 0.5          to the right, improve=0.05226124, (0 missing)
      maori_exp_see_maori_art_or_crafts_being_created              < 0.5          to the left,  improve=0.05143451, (0 missing)
  Surrogate splits:
      age_range                             splits as  LLLLLLLRRRRRRR, agree=0.658, adj=0.289, (0 split)
      accomm_staying_with_family_or_friends < 0.5          to the left,  agree=0.658, adj=0.289, (0 split)
      share_cost_food_drink                 < 0.10004      to the left,  agree=0.658, adj=0.289, (0 split)
      activity_a_national_park              < 0.5          to the right, agree=0.633, adj=0.237, (0 split)
      treated_spend_capped                  < 1839.972     to the right, agree=0.633, adj=0.237, (0 split)

Node number 14139076: 44 observations,    complexity param=0.0001842093
  mean=9, MSE=1.454545 
  left son=28278152 (9 obs) right son=28278153 (35 obs)
  Primary splits:
      share_cost_shopping                                                                                                                   < 0.2073058    to the right, improve=0.13968250, (0 missing)
      accomm_house_flat_apartment_booked_through_an_online_website_including_booking_com_air_bn_b_home_swap_home_stay_hotel_com_expedia_etc < 0.5          to the right, improve=0.11899040, (0 missing)
      share_cost_entertainment                                                                                                              < 0.06085418   to the left,  improve=0.09280303, (0 missing)
      itinerary_region_waikato                                                                                                              < 0.5          to the right, improve=0.07744253, (0 missing)
      transport_drove_themselves                                                                                                            < 0.5          to the right, improve=0.07519531, (0 missing)

Node number 14139077: 27 observations
  mean=9.666667, MSE=0.5925926 

Node number 15502044: 21 observations,    complexity param=0.0001760053
  mean=8.238095, MSE=1.419501 
  left son=31004088 (9 obs) right son=31004089 (12 obs)
  Primary splits:
      arrival_year                                splits as  LLRR-, improve=0.2461395, (0 missing)
      activity_a_film_location_tour_or_experience < 0.5          to the right, improve=0.1565495, (0 missing)
      share_cost_entertainment                    < 0.08800774   to the right, improve=0.1538871, (0 missing)
      no_days_in_nz                               < 9.5          to the right, improve=0.1349840, (0 missing)
      treated_spend_capped                        < 5101.046     to the left,  improve=0.1349840, (0 missing)
  Surrogate splits:
      no_days_in_nz                                      < 12.5         to the right, agree=0.762, adj=0.444, (0 split)
      accomm_hotel                                       < 0.5          to the left,  agree=0.762, adj=0.444, (0 split)
      activity_a_national_park                           < 0.5          to the right, agree=0.714, adj=0.333, (0 split)
      activity_jet_boating                               < 0.5          to the right, agree=0.714, adj=0.333, (0 split)
      activity_trip_to_watch_whales_penguins_or_dolphins < 0.5          to the right, agree=0.714, adj=0.333, (0 split)

Node number 15502045: 35 observations,    complexity param=0.0001440978
  mean=9.257143, MSE=1.162449 
  left son=31004090 (7 obs) right son=31004091 (28 obs)
  Primary splits:
      travel_party_other_adult_s_who_are_not_family_relatives < 0.5          to the right, improve=0.1476475, (0 missing)
      activity_garden_visit_or_flower_show                    < 0.5          to the left,  improve=0.1406575, (0 missing)
      arrival_season                                          splits as  RRLL-, improve=0.1210124, (0 missing)
      other_countries_no_countries_visited                    < 1.5          to the left,  improve=0.1186798, (0 missing)
      arrival_year                                            splits as  RRLR-, improve=0.1106997, (0 missing)
  Surrogate splits:
      travel_party_my_husband_wife_or_partner                   < 0.5          to the left,  agree=0.857, adj=0.286, (0 split)
      share_cost_food_drink                                     < 0.1031094    to the right, agree=0.857, adj=0.286, (0 split)
      activity_brewery_gin_vineyard_wine_trail                  < 0.5          to the right, agree=0.829, adj=0.143, (0 split)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the right, agree=0.829, adj=0.143, (0 split)
      share_cost_accomm                                         < 0.4759816    to the right, agree=0.829, adj=0.143, (0 split)

Node number 15502046: 110 observations,    complexity param=0.0001923829
  mean=9.190909, MSE=1.372645 
  left son=31004092 (33 obs) right son=31004093 (77 obs)
  Primary splits:
      share_cost_shopping                      < 0.03463268   to the left,  improve=0.05071548, (0 missing)
      activity_brewery_gin_vineyard_wine_trail < 0.5          to the left,  improve=0.04533492, (0 missing)
      activity_a_national_park                 < 0.5          to the left,  improve=0.03523047, (0 missing)
      no_days_in_nz                            < 4.5          to the left,  improve=0.03293047, (0 missing)
      share_cost_food_drink                    < 0.09916421   to the left,  improve=0.02918970, (0 missing)
  Surrogate splits:
      share_cost_food_drink                < 0.04329085   to the left,  agree=0.727, adj=0.091, (0 split)
      other_countries_no_countries_visited < 3.5          to the right, agree=0.718, adj=0.061, (0 split)
      share_cost_entertainment             < 0.4545455    to the right, agree=0.718, adj=0.061, (0 split)
      share_cost_other                     < 0.02354035   to the right, agree=0.718, adj=0.061, (0 split)
      departure_location                   splits as  RRRL-, agree=0.709, adj=0.030, (0 split)

Node number 15502047: 40 observations
  mean=9.7, MSE=0.36 

Node number 15502074: 115 observations,    complexity param=0.0001617755
  mean=9.321739, MSE=1.018223 
  left son=31004148 (21 obs) right son=31004149 (94 obs)
  Primary splits:
