response_id,departure_location,country_of_residence,country_of_residence_group,gender,first_nz_trip,arrival_location,arrival_date,no_days_in_nz,package_deal,age_range,travel_type,sustainability_considered,treated_spend,visit_purpose,arrival_month,arrival_year,arrival_season
GEN24_1000982,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-22,3,No,50 - 54,Independent Traveller,Most of the time,750,To visit friends,7,2022,Winter
GEN24_1000984,Auckland,Australia,Australia,Male,No,Queenstown airport,2022-06-30,25,No,40 - 44,Independent Traveller,NA,3940,To visit family,6,2022,Winter
GEN24_1000986,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-21,4,No,55 - 59,Independent Traveller,Always,122.56651,"For a wedding, funeral, other family occasion",7,2022,Winter
GEN24_1000989,Auckland,United States of America,USA,Female,No,Auckland airport,2022-05-31,55,No,60 - 64,Independent Traveller,Sometimes,6666.547307,To visit family,5,2022,Autumn
GEN24_1000991,Auckland,United States of America,USA,Male,No,Auckland airport,2022-07-04,21,No,65 - 69,Independent Traveller,Sometimes,399.3408533,To visit family,7,2022,Winter
GEN24_1000992,Auckland,United States of America,USA,Female,Yes,Queenstown airport,2022-07-19,6,Yes,65 - 69,Package,Sometimes,7288.394876,To go sightseeing,7,2022,Winter
GEN24_1000998,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-19,7,No,40 - 44,Independent Traveller,Always,5849.76525,Holiday - Other,7,2022,Winter
GEN24_1001001,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-23,3,No,35 - 39,Independent Traveller,NA,2680,Just for the holiday,7,2022,Winter
GEN24_1001003,Queenstown,Australia,Australia,Male,Yes,Auckland airport,2022-07-11,15,No,20 - 24,Independent Traveller,Always,4420.5,Just for the holiday,7,2022,Winter
GEN24_1001004,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-16,10,No,50 - 54,Independent Traveller,Most of the time,1000,To visit family,7,2022,Winter
GEN24_1001011,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-14,12,Yes,20 - 24,Package,Sometimes,3691.389881,Just for the holiday,7,2022,Winter
GEN24_1001018,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-20,6,No,65 - 69,Independent Traveller,Always,2429.04538,To visit family,7,2022,Winter
GEN24_1001020,Auckland,England,UK,Female,No,Auckland airport,2022-07-06,20,No,30 - 34,Independent Traveller,Sometimes,1120,To visit friends,7,2022,Winter
GEN24_1001021,Auckland,Spain,Rest of Europe,Female,No,Auckland airport,2022-06-26,30,No,50 - 54,Independent Traveller,Most of the time,1807.1097,To visit family,6,2022,Winter
GEN24_1001023,Auckland,Scotland,UK,Female,No,Auckland airport,2022-07-06,20,No,60 - 64,Independent Traveller,Most of the time,5946.617367,To visit family,7,2022,Winter
GEN24_1001027,Auckland,Australia,Australia,Female,No,Auckland airport,2022-05-25,62,No,60 - 64,Independent Traveller,Sometimes,1375,To visit family,5,2022,Autumn
GEN24_1001038,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-23,3,No,30 - 34,Independent Traveller,Always,596.118935,To visit family,7,2022,Winter
GEN24_1001040,Auckland,Germany,Germany,Male,Yes,Auckland airport,2022-06-17,39,No,40 - 44,Independent Traveller,NA,5240,Just for the holiday,6,2022,Winter
GEN24_1001043,Auckland,United States of America,USA,Female,No,Auckland airport,2022-06-23,33,No,55 - 59,Independent Traveller,NA,2281.947733,To visit family,6,2022,Winter
GEN24_1001047,Auckland,United States of America,USA,Female,No,Auckland airport,2022-04-24,93,No,40 - 44,Independent Traveller,Most of the time,3766.666667,Other,4,2022,Autumn
GEN24_1001056,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-22,5,No,55 - 59,Independent Traveller,Not sure,1671.3615,To go sightseeing,7,2022,Winter
GEN24_1001059,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-25,2,No,55 - 59,Independent Traveller,Sometimes,632.888888,To go sightseeing,7,2022,Winter
GEN24_1001060,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-22,5,No,30 - 34,Independent Traveller,Sometimes,2403.417837,Just for the holiday,7,2022,Winter
GEN24_1001061,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-18,9,No,50 - 54,Independent Traveller,Always,2963.88106,To go sightseeing,7,2022,Winter
GEN24_1001065,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-19,8,No,30 - 34,Independent Traveller,NA,4512.67605,Just for the holiday,7,2022,Winter
GEN24_1001068,Queenstown,Australia,Australia,Female,No,Auckland airport,2022-06-06,51,No,30 - 34,Independent Traveller,Sometimes,6700,To visit friends,6,2022,Winter
GEN24_1001069,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-20,7,No,35 - 39,Independent Traveller,Always,2239.62441,Just for the holiday,7,2022,Winter
GEN24_1001072,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-10,17,No,40 - 44,Independent Traveller,NA,2395.61815,To visit family,7,2022,Winter
GEN24_1001074,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-17,10,No,20 - 24,Independent Traveller,Sometimes,2033.359487,Just for the holiday,7,2022,Winter
GEN24_1001077,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-20,7,No,20 - 24,Independent Traveller,Sometimes,1493.08294,Just for the holiday,7,2022,Winter
GEN24_1001079,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-13,14,No,65 - 69,Independent Traveller,NA,2612.895145,To visit family,7,2022,Winter
GEN24_1001083,Auckland,England,UK,Male,Yes,Auckland airport,2022-06-25,32,No,25 - 29,Independent Traveller,Always,3750.205468,Holiday - Other,6,2022,Winter
GEN24_1001084,Auckland,England,UK,Female,Yes,Auckland airport,2022-06-05,52,No,25 - 29,Independent Traveller,NA,6656.374923,To go sightseeing,6,2022,Winter
GEN24_1001088,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-22,5,No,30 - 34,Independent Traveller,Not sure,1200,To go sightseeing,7,2022,Winter
GEN24_1001089,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-17,10,No,20 - 24,Independent Traveller,Rarely,668.5446,To visit family,7,2022,Winter
GEN24_1001094,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-02,25,No,45 - 49,Independent Traveller,Most of the time,5482.06572,To visit family,7,2022,Winter
GEN24_1001100,Auckland,Canada,Canada,Female,Yes,Auckland airport,2022-07-11,16,No,55 - 59,Independent Traveller,Most of the time,1748.824,To visit family,7,2022,Winter
GEN24_1001102,Auckland,Canada,Canada,Female,Yes,Auckland airport,2022-05-04,84,No,25 - 29,Independent Traveller,NA,3622.564,Business,5,2022,Autumn
GEN24_1001106,Christchurch,Singapore,Rest of Asia,Male,No,Christchurch airport,2022-07-16,12,No,45 - 49,Independent Traveller,Not sure,2750,Just for the holiday,7,2022,Winter
GEN24_1001110,Christchurch,Singapore,Rest of Asia,Male,Yes,Christchurch airport,2022-07-14,14,No,25 - 29,Independent Traveller,NA,6475.70855,To go sightseeing,7,2022,Winter
GEN24_1001111,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-08,19,No,55 - 59,Independent Traveller,Most of the time,2100,To care for a family member or friend,7,2022,Winter
GEN24_1001112,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-09,19,No,30 - 34,Independent Traveller,Sometimes,2395.61815,To visit family,7,2022,Winter
GEN24_1001113,Auckland,Australia,Australia,Male,No,Wellington airport,2022-07-01,27,No,35 - 39,Independent Traveller,Most of the time,8356.8075,Business,7,2022,Winter
GEN24_1001116,Auckland,Scotland,UK,Male,Yes,Auckland airport,2022-07-07,21,No,55 - 59,Independent Traveller,Sometimes,5419.094858,To visit family,7,2022,Winter
GEN24_1001119,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-26,2,Yes,45 - 49,Package,Most of the time,1417.314552,Business,7,2022,Winter
GEN24_1001120,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-24,4,No,35 - 39,Independent Traveller,Always,2072.48826,Business,7,2022,Winter
GEN24_1001125,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-26,2,No,55 - 59,Independent Traveller,Most of the time,1025.10172,Business,7,2022,Winter
GEN24_1001130,Auckland,United States of America,USA,Male,No,Auckland airport,2022-07-06,22,No,50 - 54,Independent Traveller,Most of the time,3005.651157,To care for a family member or friend,7,2022,Winter
GEN24_1001135,Auckland,Germany,Germany,Female,No,Auckland airport,2022-07-02,26,No,70 - 74,Independent Traveller,Always,2710.66455,To visit family,7,2022,Winter
GEN24_1001139,Christchurch,Ireland,Rest of Europe,Male,No,Christchurch airport,2022-07-19,10,No,40 - 44,Independent Traveller,Most of the time,1173.447857,To visit family,7,2022,Winter
GEN24_1001143,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-21,8,No,50 - 54,Independent Traveller,NA,1400,To go sightseeing,7,2022,Winter
GEN24_1001148,Christchurch,Australia,Australia,Male,No,Auckland airport,2022-07-24,5,No,65 - 69,Independent Traveller,Always,2451.3302,Business,7,2022,Winter
GEN24_1001151,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-21,8,No,30 - 34,Independent Traveller,Always,958.24726,To visit family,7,2022,Winter
GEN24_1001158,Auckland,Germany,Germany,Male,No,Auckland airport,2022-06-18,41,No,65 - 69,Independent Traveller,Rarely,5084.549565,To visit family,6,2022,Winter
GEN24_1001160,Auckland,England,UK,Female,No,Auckland airport,2022-07-04,25,Yes,60 - 64,Package,Most of the time,2973.308683,To visit family,7,2022,Winter
GEN24_1001161,Auckland,England,UK,Female,No,Auckland airport,2022-07-01,28,No,65 - 69,Independent Traveller,Most of the time,1457.880387,To visit family,7,2022,Winter
GEN24_1001164,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-25,4,No,40 - 44,Independent Traveller,Sometimes,1760.50078,Business,7,2022,Winter
GEN24_1001168,Auckland,Ireland,Rest of Europe,Male,No,Auckland airport,2022-07-01,28,No,35 - 39,Independent Traveller,Sometimes,1511.40084,To visit family,7,2022,Winter
GEN24_1001169,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-08,22,No,50 - 54,Independent Traveller,Never,5125.5086,To go sightseeing,7,2022,Winter
GEN24_1001170,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-11,19,No,30 - 34,Independent Traveller,NA,1960,To visit family,7,2022,Winter
GEN24_1001176,Auckland,Singapore,Rest of Asia,Male,No,Auckland airport,2022-07-02,28,No,45 - 49,Independent Traveller,Sometimes,3982.5,To visit family,7,2022,Winter
GEN24_1001178,Auckland,South Africa,Africa and Middle East,Female,Yes,Auckland airport,2022-07-04,26,No,60 - 64,Independent Traveller,Always,2874.61,To visit family,7,2022,Winter
GEN24_1001182,Auckland,Scotland,UK,Female,No,Auckland airport,2022-07-18,12,No,55 - 59,Independent Traveller,Always,1810.840901,To visit family,7,2022,Winter
GEN24_1001183,Auckland,Scotland,UK,Female,Yes,Auckland airport,2022-07-22,8,No,20 - 24,Independent Traveller,Rarely,1675,To go sightseeing,7,2022,Winter
GEN24_1001187,Auckland,Australia,Australia,Male,No,Auckland airport,2022-05-16,73,No,35 - 39,Independent Traveller,Most of the time,5500,To care for a family member or friend,5,2022,Autumn
GEN24_1001188,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-29,2,No,50 - 54,Independent Traveller,Never,2360,"For a wedding, funeral, other family occasion",7,2022,Winter
GEN24_1001191,Auckland,Scotland,UK,Female,No,Auckland airport,2022-06-22,39,No,65 - 69,Independent Traveller,Sometimes,3050.03923,To visit family,6,2022,Winter
GEN24_1001192,Auckland,Australia,Australia,Female,No,Auckland airport,2022-07-28,3,No,35 - 39,Independent Traveller,Rarely,1450,To visit family,7,2022,Winter
GEN24_1001193,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-29,2,No,25 - 29,Independent Traveller,NA,1493.08294,To visit friends,7,2022,Winter
GEN24_1001201,Auckland,Australia,Australia,Female,No,Queenstown airport,2022-07-20,11,No,35 - 39,Independent Traveller,Always,6801.327064,Just for the holiday,7,2022,Winter
GEN24_1001209,Auckland,Australia,Australia,Male,No,Auckland airport,2022-07-30,1,No,55 - 59,Independent Traveller,Most of the time,384.413145,To visit family,7,2022,Winter
GEN24_1001218,Auckland,Australia,Australia,Male,No,Christchurch airport,2022-07-22,9,No,40 - 44,Independent Traveller,NA,1025.10172,To care for a family member or friend,7,2022,Winter
GEN24_1001221,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-26,6,No,50 - 54,Independent Traveller,Most of the time,1930.183767,Just for the holiday,7,2022,Winter
GEN24_1001223,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-23,9,No,20 - 24,Independent Traveller,Most of the time,1381.65884,Holiday - Other,7,2022,Winter
GEN24_1001226,Queenstown,Australia,Australia,Female,No,Auckland airport,2022-07-25,7,No,25 - 29,Independent Traveller,Sometimes,2674.1784,Just for the holiday,7,2022,Winter
GEN24_1001228,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-28,4,No,25 - 29,Independent Traveller,NA,2562.7543,Just for the holiday,7,2022,Winter
GEN24_1001230,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2022-07-28,4,No,45 - 49,Independent Traveller,Most of the time,1480.348757,Just for the holiday,7,2022,Winter
GEN24_1001234,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-22,10,No,25 - 29,Independent Traveller,Sometimes,3482.003125,Holiday - Other,7,2022,Winter
GEN24_1001235,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-26,6,No,60 - 64,Independent Traveller,Always,3015,Holiday - Other,7,2022,Winter
GEN24_1001237,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-25,7,No,20 - 24,Independent Traveller,Sometimes,1420,Holiday - Other,7,2022,Winter
GEN24_1001242,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-27,5,No,30 - 34,Independent Traveller,NA,1281.37715,Just for the holiday,7,2022,Winter
GEN24_1001245,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-27,5,No,25 - 29,Independent Traveller,NA,1359.37402,Just for the holiday,7,2022,Winter
GEN24_1001248,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-18,14,No,45 - 49,Independent Traveller,Never,4735.52425,Just for the holiday,7,2022,Winter
GEN24_1001253,Christchurch,England,UK,Female,No,Auckland airport,2022-07-11,21,No,60 - 64,Independent Traveller,Sometimes,1438.69775,To visit family,7,2022,Winter
GEN24_1001256,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-27,5,No,45 - 49,Independent Traveller,Sometimes,1600,To visit friends,7,2022,Winter
GEN24_1001257,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2022-07-15,17,No,25 - 29,Independent Traveller,Rarely,3732.70735,Just for the holiday,7,2022,Winter
GEN24_1001258,Christchurch,Australia,Australia,Female,No,Christchurch airport,2022-07-20,12,No,65 - 69,Independent Traveller,Always,1114.241,To visit family,7,2022,Winter
GEN24_1001262,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-27,5,No,45 - 49,Independent Traveller,Sometimes,838.4663525,To visit friends,7,2022,Winter
GEN24_1001263,Christchurch,England,UK,Female,No,Christchurch airport,2022-05-20,73,No,70 - 74,Independent Traveller,Most of the time,3452.8746,To visit family,5,2022,Autumn
GEN24_1001264,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-29,3,No,25 - 29,Independent Traveller,NA,1303.66197,Other,7,2022,Winter
GEN24_1001267,Christchurch,United Arab Emirates,Africa and Middle East,Male,No,Auckland airport,2022-07-04,28,No,65 - 69,Independent Traveller,Always,3250,To visit family,7,2022,Winter
GEN24_1001272,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-27,5,No,25 - 29,Independent Traveller,Always,2234.053205,Just for the holiday,7,2022,Winter
GEN24_1001277,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-12,20,No,75 or older,Independent Traveller,Sometimes,1253.521125,To visit family,7,2022,Winter
GEN24_1001281,Christchurch,Australia,Australia,Female,Yes,Wellington airport,2022-07-22,10,No,30 - 34,Independent Traveller,Sometimes,2367.762125,For your honeymoon,7,2022,Winter
GEN24_1001282,Christchurch,Australia,Australia,Male,No,Christchurch airport,2022-07-28,4,No,40 - 44,Independent Traveller,Never,1700,Just for the holiday,7,2022,Winter
GEN24_1001297,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-23,10,No,25 - 29,Independent Traveller,Not sure,1225.6651,Holiday - Other,7,2022,Winter
GEN24_1001313,Queenstown,Australia,Australia,Female,Yes,Auckland airport,2022-07-25,8,No,30 - 34,Independent Traveller,Always,3532.07805,For your honeymoon,7,2022,Winter
GEN24_1001315,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-27,6,No,30 - 34,Independent Traveller,Sometimes,2061.34585,Just for the holiday,7,2022,Winter
GEN24_1001316,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2022-07-27,6,No,30 - 34,Independent Traveller,Most of the time,1611.749607,Just for the holiday,7,2022,Winter
GEN24_1001317,Queenstown,Australia,Australia,Female,No,Queenstown airport,2022-07-27,6,No,40 - 44,Independent Traveller,Always,1715.93114,Holiday - Other,7,2022,Winter
GEN24_1001325,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-29,4,No,55 - 59,Independent Traveller,Sometimes,13036.6197,Just for the holiday,7,2022,Winter
GEN24_1001332,Queenstown,Australia,Australia,Male,No,Queenstown airport,2022-07-26,7,No,30 - 34,Independent Traveller,Not sure,5135,Just for the holiday,7,2022,Winter
