response_id,experience_more_maori_culture,improve_maori_culture_understanding,enjoy_maori_culture_experience
GEN24_20285,Agree,NA,NA
GEN24_20298,Agree,NA,NA
GEN24_20302,Agree,Agree,Agree
GEN24_20305,Don't know / Not sure,NA,NA
GEN24_20307,Agree,NA,NA
GEN24_20316,Don't know / Not sure,NA,NA
GEN24_20324,Agree,NA,NA
GEN24_20327,Agree,NA,NA
GEN24_20328,Agree,NA,NA
GEN24_20333,Agree,NA,NA
GEN24_20339,Agree,NA,NA
GEN24_20340,Agree,Agree,Agree
GEN24_20341,Agree,NA,NA
GEN24_20342,Agree,NA,NA
GEN24_20343,Don't know / Not sure,NA,NA
GEN24_20347,Agree,Agree,Agree
GEN24_20354,Disagree,NA,NA
GEN24_20356,Agree,NA,NA
GEN24_20364,Don't know / Not sure,NA,NA
GEN24_20379,Don't know / Not sure,NA,NA
GEN24_20387,Disagree,NA,NA
GEN24_20390,Disagree,NA,NA
GEN24_20394,Agree,NA,NA
GEN24_20397,Agree,Agree,Agree
GEN24_20399,Disagree,NA,NA
GEN24_20400,Agree,NA,NA
GEN24_20414,Don't know / Not sure,NA,NA
GEN24_20415,Disagree,NA,NA
GEN24_20416,Don't know / Not sure,NA,NA
GEN24_20419,Agree,NA,NA
GEN24_20423,Agree,NA,NA
GEN24_20428,Agree,Agree,Agree
GEN24_20435,Agree,Agree,Agree
GEN24_20437,Disagree,Agree,NA
GEN24_20440,Agree,Disagree,Agree
GEN24_20443,Don't know / Not sure,NA,NA
GEN24_20456,Disagree,NA,NA
GEN24_20457,Agree,Agree,Agree
GEN24_20460,Agree,NA,NA
GEN24_20465,Disagree,NA,NA
GEN24_20468,Agree,NA,NA
GEN24_20470,Agree,Agree,Agree
GEN24_20477,Agree,NA,NA
GEN24_20480,Agree,NA,NA
GEN24_20481,Agree,NA,NA
GEN24_20485,Agree,NA,NA
GEN24_20486,Agree,NA,NA
GEN24_20487,Agree,NA,NA
GEN24_20488,Agree,NA,NA
GEN24_20491,Don't know / Not sure,NA,NA
GEN24_20493,Agree,Agree,NA
GEN24_20494,Don't know / Not sure,NA,NA
GEN24_20509,Agree,NA,NA
GEN24_20510,Agree,NA,NA
GEN24_20513,Agree,NA,NA
GEN24_20519,Disagree,NA,NA
GEN24_20533,Agree,Agree,Agree
GEN24_20537,Agree,NA,NA
GEN24_20539,Agree,Agree,Agree
GEN24_20545,Agree,NA,NA
GEN24_20546,Agree,Agree,Agree
GEN24_20548,Don't know / Not sure,NA,NA
GEN24_20552,Agree,NA,NA
GEN24_20558,Agree,Agree,Agree
GEN24_20571,Agree,Agree,Agree
GEN24_20574,Agree,NA,NA
GEN24_20585,Agree,Agree,Agree
GEN24_20586,Agree,NA,NA
GEN24_20589,Disagree,NA,NA
GEN24_20591,Don't know / Not sure,NA,NA
GEN24_20592,Don't know / Not sure,NA,NA
GEN24_20600,Agree,NA,NA
GEN24_20616,Disagree,NA,NA
GEN24_20617,Agree,NA,NA
GEN24_20618,Don't know / Not sure,NA,NA
GEN24_20632,Don't know / Not sure,NA,NA
GEN24_20633,Agree,Agree,Agree
GEN24_20647,Agree,NA,NA
GEN24_20659,Agree,NA,NA
GEN24_20660,Don't know / Not sure,NA,NA
GEN24_20668,Agree,NA,NA
GEN24_20693,Agree,NA,NA
GEN24_20698,Don't know / Not sure,NA,NA
GEN24_20707,Agree,NA,NA
GEN24_20713,Don't know / Not sure,NA,NA
GEN24_20715,Don't know / Not sure,NA,NA
GEN24_20718,Agree,NA,NA
GEN24_20721,Don't know / Not sure,NA,NA
GEN24_20722,Agree,NA,NA
GEN24_20724,Disagree,NA,NA
GEN24_20725,Disagree,NA,NA
GEN24_20727,Disagree,NA,NA
GEN24_20729,Agree,NA,NA
GEN24_20731,Agree,NA,NA
GEN24_20733,Disagree,NA,NA
GEN24_20740,Agree,Agree,Agree
GEN24_20742,Disagree,NA,NA
GEN24_20756,Agree,NA,NA
GEN24_20759,Disagree,NA,NA
GEN24_20769,Agree,Agree,Agree
GEN24_20771,Agree,NA,NA
GEN24_20776,Agree,NA,NA
GEN24_20778,Agree,NA,NA
GEN24_20779,Agree,Disagree,Agree
GEN24_20782,Don't know / Not sure,NA,NA
GEN24_20789,Agree,NA,NA
GEN24_20799,Agree,Disagree,Agree
GEN24_20801,Don't know / Not sure,NA,NA
GEN24_20817,Agree,NA,NA
GEN24_20824,Agree,NA,NA
GEN24_20825,Don't know / Not sure,NA,NA
GEN24_20827,Agree,NA,NA
GEN24_20830,Don't know / Not sure,NA,NA
GEN24_20833,Agree,NA,NA
GEN24_20840,Agree,NA,NA
GEN24_20845,Agree,Agree,Agree
GEN24_20851,Agree,NA,NA
GEN24_20852,Agree,Agree,Agree
GEN24_20862,Agree,NA,NA
GEN24_20865,Agree,NA,NA
GEN24_20873,Don't know / Not sure,NA,NA
GEN24_20876,Don't know / Not sure,NA,NA
GEN24_20877,Agree,NA,NA
GEN24_20881,Agree,NA,NA
GEN24_20883,Agree,NA,NA
GEN24_20884,Agree,NA,NA
GEN24_20904,Agree,NA,NA
GEN24_20917,Disagree,NA,NA
GEN24_20923,Don't know / Not sure,NA,NA
GEN24_20924,Don't know / Not sure,NA,NA
GEN24_20929,Agree,NA,NA
GEN24_20938,Don't know / Not sure,NA,NA
GEN24_20942,Agree,NA,NA
GEN24_20948,Agree,Agree,Agree
GEN24_20954,Agree,NA,NA
GEN24_20973,Agree,NA,NA
GEN24_20974,Agree,NA,NA
GEN24_20985,Disagree,NA,NA
GEN24_20992,Agree,NA,NA
GEN24_20994,Agree,NA,NA
GEN24_21025,Don't know / Not sure,NA,NA
GEN24_21103,Agree,NA,NA
GEN24_21142,Agree,NA,NA
GEN24_21418,Don't know / Not sure,NA,NA
GEN24_21636,Agree,Agree,Agree
GEN24_21665,Don't know / Not sure,NA,NA
GEN24_21694,Don't know / Not sure,NA,NA
GEN24_21765,Agree,Agree,Agree
GEN24_21839,Agree,NA,NA
GEN24_21880,Disagree,NA,NA
GEN24_21927,Disagree,NA,NA
GEN24_22070,Agree,NA,NA
GEN24_22075,Agree,NA,NA
GEN24_22076,Agree,NA,NA
GEN24_22084,Agree,NA,NA
GEN24_22088,Don't know / Not sure,Agree,Agree
GEN24_22094,Agree,NA,NA
GEN24_22101,Agree,Agree,Agree
GEN24_22113,Agree,NA,NA
GEN24_22114,Agree,Agree,Agree
GEN24_22120,Disagree,NA,NA
GEN24_22131,Agree,NA,NA
GEN24_22134,Don't know / Not sure,NA,NA
GEN24_22166,Agree,NA,NA
GEN24_22173,Agree,Agree,Agree
GEN24_22182,Agree,NA,Agree
GEN24_22183,Disagree,Agree,Agree
GEN24_22193,Agree,NA,NA
GEN24_22202,Don't know / Not sure,NA,NA
GEN24_22203,Agree,NA,NA
GEN24_22209,Agree,Agree,Agree
GEN24_22210,Agree,NA,NA
GEN24_22213,Agree,NA,NA
GEN24_22223,Agree,NA,NA
GEN24_22225,Agree,NA,NA
GEN24_22262,Agree,NA,NA
GEN24_22282,Don't know / Not sure,NA,NA
GEN24_22291,Agree,NA,NA
GEN24_22298,Agree,NA,NA
GEN24_22306,Disagree,NA,NA
GEN24_22326,Agree,NA,NA
GEN24_22333,Agree,NA,NA
GEN24_22335,Agree,NA,NA
GEN24_22346,Don't know / Not sure,NA,NA
GEN24_22348,Disagree,NA,Disagree
GEN24_22354,Agree,NA,NA
GEN24_22364,Agree,NA,NA
GEN24_22366,Disagree,NA,Agree
GEN24_22375,Don't know / Not sure,NA,NA
GEN24_22376,Agree,NA,NA
GEN24_22396,Agree,NA,NA
GEN24_22406,Agree,NA,NA
GEN24_22444,Agree,Agree,Agree
GEN24_22474,Agree,NA,Agree
GEN24_22496,Agree,NA,NA
GEN24_22503,Agree,Agree,Agree
GEN24_22507,Agree,NA,NA
GEN24_22516,Agree,Agree,Agree
GEN24_22523,Don't know / Not sure,NA,NA
GEN24_22524,Agree,Agree,Agree
GEN24_22526,Disagree,Agree,Agree
GEN24_22538,Agree,Agree,Agree
GEN24_22547,Agree,NA,NA
GEN24_22550,Disagree,NA,NA
GEN24_22556,Agree,Agree,Agree
GEN24_22563,Agree,NA,NA
GEN24_22574,Agree,NA,NA
GEN24_22590,Don't know / Not sure,NA,NA
GEN24_22595,Don't know / Not sure,NA,NA
GEN24_22601,Agree,NA,NA
GEN24_22607,Agree,NA,NA
GEN24_22615,Don't know / Not sure,NA,NA
GEN24_22625,Don't know / Not sure,Agree,NA
GEN24_22630,Don't know / Not sure,Agree,Agree
GEN24_22652,Disagree,NA,NA
GEN24_22663,Disagree,Agree,Agree
GEN24_22665,Disagree,NA,NA
GEN24_22680,Don't know / Not sure,NA,NA
GEN24_22698,Agree,Agree,Agree
GEN24_22706,Don't know / Not sure,NA,NA
GEN24_22711,Agree,NA,NA
GEN24_22718,Agree,NA,NA
GEN24_22726,Agree,Agree,Agree
GEN24_22734,Disagree,NA,NA
GEN24_22741,Don't know / Not sure,NA,NA
GEN24_22749,Don't know / Not sure,NA,NA
GEN24_22757,Agree,NA,NA
GEN24_22767,Disagree,NA,NA
GEN24_22770,Disagree,Agree,Agree
GEN24_22776,Agree,Agree,Agree
GEN24_22813,Agree,NA,NA
GEN24_22819,Disagree,NA,NA
GEN24_22823,Disagree,NA,NA
GEN24_22864,Agree,NA,NA
GEN24_22870,Don't know / Not sure,Agree,Agree
GEN24_22873,Disagree,NA,NA
GEN24_22895,Agree,NA,NA
GEN24_22914,Don't know / Not sure,NA,NA
GEN24_22926,Disagree,NA,NA
GEN24_22931,Agree,NA,NA
GEN24_22932,Don't know / Not sure,NA,Agree
GEN24_22954,Agree,NA,NA
GEN24_22963,Disagree,NA,NA
GEN24_22970,Disagree,NA,NA
GEN24_22981,Don't know / Not sure,Agree,Agree
GEN24_22982,Agree,NA,NA
GEN24_22987,Agree,NA,NA
GEN24_23005,Agree,NA,NA
GEN24_23023,Disagree,NA,NA
GEN24_23029,Don't know / Not sure,NA,NA
GEN24_23033,Agree,NA,NA
GEN24_23035,Disagree,Agree,Agree
GEN24_23043,Agree,Agree,Agree
GEN24_23045,Disagree,NA,NA
GEN24_23061,Agree,Agree,Agree
GEN24_23069,Don't know / Not sure,Agree,Agree
GEN24_23077,Don't know / Not sure,NA,NA
GEN24_23082,Agree,NA,NA
GEN24_23084,Don't know / Not sure,NA,NA
GEN24_23102,Agree,NA,NA
GEN24_23107,Agree,NA,NA
GEN24_23109,Don't know / Not sure,NA,NA
GEN24_23135,Agree,NA,NA
GEN24_23146,Agree,NA,NA
GEN24_23148,Agree,NA,NA
GEN24_23152,Don't know / Not sure,Agree,Agree
GEN24_23154,Don't know / Not sure,NA,NA
GEN24_23155,Agree,NA,NA
GEN24_23170,Don't know / Not sure,NA,NA
GEN24_23184,Agree,NA,NA
GEN24_23192,Agree,NA,NA
GEN24_23213,Don't know / Not sure,NA,NA
GEN24_23223,Don't know / Not sure,NA,NA
GEN24_23227,Agree,NA,NA
GEN24_23231,Don't know / Not sure,Agree,Agree
GEN24_23240,Agree,NA,NA
GEN24_23246,Don't know / Not sure,NA,NA
GEN24_23249,Agree,NA,NA
GEN24_23250,Agree,NA,NA
GEN24_23251,Don't know / Not sure,Agree,Agree
GEN24_23253,Agree,NA,NA
GEN24_23254,Agree,NA,NA
GEN24_23257,Agree,NA,Agree
GEN24_23260,Agree,Agree,Agree
GEN24_23269,Don't know / Not sure,NA,NA
GEN24_23272,Don't know / Not sure,NA,NA
GEN24_23273,Agree,NA,NA
GEN24_23274,Don't know / Not sure,NA,NA
GEN24_23275,Agree,Agree,Agree
GEN24_23277,Agree,NA,NA
GEN24_23278,Disagree,Agree,Agree
GEN24_23283,Agree,Agree,Agree
GEN24_23284,Don't know / Not sure,NA,NA
GEN24_23286,Agree,NA,Agree
GEN24_23291,Don't know / Not sure,NA,NA
GEN24_23298,Disagree,Agree,Agree
GEN24_23307,Agree,Agree,Agree
GEN24_23309,Agree,Agree,Agree
GEN24_23311,Disagree,NA,NA
GEN24_23316,Don't know / Not sure,NA,NA
GEN24_23326,Agree,NA,NA
GEN24_23327,Agree,NA,NA
GEN24_23330,Agree,NA,NA
GEN24_23332,Agree,NA,NA
GEN24_23336,Agree,Disagree,Agree
GEN24_23337,Agree,Agree,Agree
GEN24_23338,Don't know / Not sure,NA,NA
GEN24_23347,Don't know / Not sure,NA,NA
GEN24_23354,Agree,NA,NA
GEN24_23365,Agree,NA,NA
GEN24_23374,Agree,NA,NA
GEN24_23385,Agree,NA,NA
GEN24_23387,Agree,NA,NA
GEN24_23397,Don't know / Not sure,NA,NA
GEN24_23402,Don't know / Not sure,NA,NA
GEN24_23404,Agree,Agree,Agree
GEN24_23417,Disagree,NA,NA
GEN24_23420,Agree,Agree,Agree
GEN24_23464,Don't know / Not sure,NA,NA
GEN24_23470,Don't know / Not sure,NA,NA
GEN24_23488,Agree,Agree,Agree
GEN24_23491,Agree,Agree,Agree
GEN24_23498,Don't know / Not sure,NA,NA
GEN24_23505,Don't know / Not sure,NA,NA
GEN24_23509,Don't know / Not sure,NA,NA
GEN24_23512,Agree,NA,NA
GEN24_23531,Agree,Agree,Agree
GEN24_23532,Don't know / Not sure,NA,NA
GEN24_23534,Agree,NA,NA
GEN24_23535,Agree,NA,NA
GEN24_23536,Don't know / Not sure,Agree,Agree
GEN24_23538,Agree,NA,NA
GEN24_23541,Agree,Agree,Agree
GEN24_23543,Agree,Agree,Agree
GEN24_23544,Don't know / Not sure,NA,NA
GEN24_23545,Disagree,NA,NA
GEN24_23548,Disagree,NA,NA
GEN24_23550,Agree,Agree,Agree
GEN24_23551,Don't know / Not sure,NA,NA
GEN24_23555,Agree,NA,NA
GEN24_23560,Agree,NA,NA
GEN24_23561,Agree,NA,NA
GEN24_23566,Agree,NA,NA
GEN24_23567,Agree,Agree,Agree
GEN24_23568,Agree,NA,NA
GEN24_23571,Agree,NA,NA
GEN24_23574,Agree,NA,NA
GEN24_23575,Agree,NA,NA
GEN24_23581,Agree,NA,NA
GEN24_23582,Agree,NA,NA
GEN24_23585,Don't know / Not sure,NA,NA
GEN24_23586,Agree,Agree,Agree
GEN24_23587,Disagree,NA,NA
GEN24_23591,Agree,Agree,Agree
GEN24_23593,Disagree,NA,NA
GEN24_23594,Agree,Agree,Agree
GEN24_23596,Agree,NA,NA
GEN24_23597,Agree,Agree,Agree
GEN24_23599,Agree,NA,NA
GEN24_23600,Disagree,NA,NA
GEN24_23601,Agree,NA,NA
GEN24_23603,Don't know / Not sure,NA,NA
GEN24_23604,Don't know / Not sure,NA,NA
GEN24_23605,Agree,NA,NA
GEN24_23606,Agree,Agree,Agree
GEN24_23607,Don't know / Not sure,NA,NA
GEN24_23608,Agree,NA,NA
GEN24_23609,Don't know / Not sure,Agree,Agree
GEN24_23611,Don't know / Not sure,Agree,Agree
GEN24_23616,Disagree,NA,NA
GEN24_23618,Agree,NA,NA
GEN24_23619,Agree,NA,NA
GEN24_23622,Agree,NA,NA
GEN24_23623,Agree,Agree,Agree
GEN24_23624,Agree,NA,NA
GEN24_23625,Agree,Agree,Agree
GEN24_23626,Don't know / Not sure,NA,NA
GEN24_23630,Agree,NA,NA
GEN24_23632,Agree,NA,NA
GEN24_23650,Agree,NA,NA
GEN24_23660,Agree,Agree,Agree
GEN24_23661,Agree,NA,NA
GEN24_23665,Agree,NA,NA
GEN24_23667,Agree,Agree,Agree
GEN24_23671,Agree,NA,NA
GEN24_23676,Agree,NA,NA
GEN24_23679,Agree,Agree,Agree
GEN24_23689,Agree,NA,NA
GEN24_23695,Don't know / Not sure,NA,Agree
GEN24_23700,Disagree,NA,NA
GEN24_23704,Agree,NA,NA
GEN24_23708,Agree,NA,NA
GEN24_23710,Agree,Agree,Agree
GEN24_23712,Disagree,NA,NA
GEN24_23716,Agree,NA,NA
GEN24_23719,Agree,NA,NA
GEN24_23720,Agree,NA,NA
GEN24_23721,Agree,Disagree,Agree
GEN24_23728,Don't know / Not sure,NA,NA
GEN24_23729,Agree,Agree,Agree
GEN24_23731,Don't know / Not sure,NA,NA
GEN24_23733,Disagree,NA,NA
GEN24_23746,Don't know / Not sure,NA,NA
GEN24_23757,Don't know / Not sure,NA,NA
GEN24_23760,Don't know / Not sure,NA,NA
GEN24_23782,Don't know / Not sure,NA,NA
GEN24_23785,Don't know / Not sure,NA,NA
GEN24_23787,Don't know / Not sure,Agree,Agree
GEN24_23790,Don't know / Not sure,NA,NA
GEN24_23792,Don't know / Not sure,Agree,Agree
GEN24_23793,Agree,Agree,Agree
GEN24_23795,Don't know / Not sure,Agree,Agree
GEN24_23797,Don't know / Not sure,NA,NA
GEN24_23798,Don't know / Not sure,NA,NA
GEN24_23799,Don't know / Not sure,NA,NA
GEN24_23800,Don't know / Not sure,NA,NA
GEN24_23801,Don't know / Not sure,NA,NA
GEN24_23804,Don't know / Not sure,NA,NA
GEN24_23810,Don't know / Not sure,NA,NA
GEN24_23813,Don't know / Not sure,Agree,Agree
GEN24_23814,Don't know / Not sure,NA,NA
GEN24_23815,Don't know / Not sure,NA,NA
GEN24_23816,Don't know / Not sure,NA,NA
GEN24_23817,Agree,Agree,Agree
GEN24_23818,Don't know / Not sure,NA,NA
GEN24_23819,Agree,Agree,Agree
GEN24_23820,Don't know / Not sure,NA,NA
GEN24_23827,Agree,Agree,Agree
GEN24_23832,Don't know / Not sure,NA,NA
GEN24_23843,Agree,NA,NA
GEN24_23863,Agree,NA,NA
GEN24_23886,Agree,Agree,Agree
GEN24_23892,Agree,Agree,Agree
GEN24_23894,Agree,Agree,Agree
GEN24_23897,Agree,Agree,Agree
GEN24_23902,Disagree,Agree,Agree
GEN24_23908,Agree,NA,NA
GEN24_23963,Don't know / Not sure,NA,NA
GEN24_23987,Agree,NA,NA
GEN24_23991,Agree,NA,NA
GEN24_23992,Don't know / Not sure,NA,NA
GEN24_23994,Agree,NA,NA
GEN24_23995,Agree,NA,NA
GEN24_23996,Agree,NA,NA
GEN24_23997,Agree,Agree,Agree
GEN24_24001,Agree,NA,NA
GEN24_24002,Disagree,NA,NA
GEN24_24004,Agree,NA,NA
GEN24_24005,Don't know / Not sure,NA,NA
GEN24_24007,Agree,NA,NA
GEN24_24008,Agree,Agree,Agree
GEN24_24009,Agree,Agree,Agree
GEN24_24011,Disagree,Agree,Agree
GEN24_24013,Don't know / Not sure,Agree,Agree
GEN24_24015,Agree,Agree,Agree
GEN24_24018,Agree,NA,NA
GEN24_24019,Agree,NA,NA
GEN24_24029,Disagree,NA,NA
GEN24_24031,Agree,Agree,Agree
GEN24_24032,Agree,NA,NA
GEN24_24037,Agree,NA,NA
GEN24_24038,Don't know / Not sure,NA,NA
GEN24_24040,Agree,Agree,Agree
GEN24_24042,Agree,NA,Agree
GEN24_24044,Don't know / Not sure,NA,NA
GEN24_24050,Agree,NA,NA
GEN24_24051,Agree,Agree,Agree
GEN24_24053,Agree,NA,NA
GEN24_24054,Don't know / Not sure,NA,NA
GEN24_24056,Disagree,Disagree,Agree
GEN24_24058,Agree,Agree,Agree
GEN24_24059,Don't know / Not sure,NA,NA
GEN24_24061,Don't know / Not sure,NA,NA
GEN24_24063,Agree,Agree,Agree
GEN24_24064,Agree,NA,NA
GEN24_24067,Disagree,NA,NA
GEN24_24068,Don't know / Not sure,NA,NA
GEN24_24069,Agree,Agree,Agree
GEN24_24070,Agree,Agree,Agree
GEN24_24073,Agree,Agree,Agree
GEN24_24074,Don't know / Not sure,NA,NA
GEN24_24081,Don't know / Not sure,NA,NA
GEN24_24086,Agree,NA,NA
GEN24_24087,Agree,NA,NA
GEN24_24088,Agree,Agree,Agree
GEN24_24092,Don't know / Not sure,Agree,Agree
GEN24_24093,Don't know / Not sure,Agree,Agree
GEN24_24094,Agree,Agree,Agree
GEN24_24095,Agree,Agree,Agree
GEN24_24100,Agree,NA,NA
GEN24_24101,Agree,NA,NA
GEN24_24115,Agree,NA,NA
GEN24_24126,Agree,NA,Agree
GEN24_24131,Agree,Agree,Agree
GEN24_24139,Agree,Agree,Agree
GEN24_24150,Agree,NA,NA
GEN24_24151,Don't know / Not sure,NA,NA
GEN24_24166,Agree,NA,NA
GEN24_24168,Don't know / Not sure,NA,NA
GEN24_24176,Agree,NA,NA
GEN24_24179,Agree,Agree,Agree
GEN24_24188,Disagree,NA,NA
GEN24_24189,Agree,NA,NA
GEN24_24197,Agree,Agree,Agree
GEN24_24208,Don't know / Not sure,NA,NA
GEN24_24212,Don't know / Not sure,NA,NA
GEN24_24213,Agree,NA,NA
GEN24_24214,Agree,NA,NA
GEN24_24224,Agree,NA,NA
GEN24_24234,Agree,NA,Agree
GEN24_24237,Agree,Agree,Agree
GEN24_24244,Agree,NA,NA
GEN24_24245,Agree,NA,NA
GEN24_24249,Don't know / Not sure,NA,NA
GEN24_24250,Agree,NA,NA
GEN24_24251,Agree,NA,NA
GEN24_24255,Agree,Agree,Agree
GEN24_24269,Agree,NA,NA
GEN24_24273,Agree,NA,NA
GEN24_24275,Agree,NA,NA
GEN24_24284,Agree,Agree,Agree
GEN24_24285,Disagree,NA,NA
GEN24_24288,Agree,NA,NA
GEN24_24290,Agree,Disagree,Agree
GEN24_24291,Don't know / Not sure,NA,NA
GEN24_24295,Agree,NA,NA
GEN24_24297,Disagree,Agree,Agree
GEN24_24301,Agree,NA,NA
GEN24_24302,Agree,Agree,Agree
GEN24_24310,Agree,NA,NA
GEN24_24315,Agree,NA,NA
GEN24_24318,Agree,NA,NA
GEN24_24330,Agree,Agree,Agree
GEN24_24335,Agree,NA,NA
GEN24_24363,Don't know / Not sure,NA,NA
GEN24_24376,Don't know / Not sure,NA,NA
GEN24_24378,Agree,NA,NA
GEN24_24381,Agree,Agree,Agree
GEN24_24388,Disagree,NA,NA
GEN24_24409,Don't know / Not sure,Agree,Agree
GEN24_24412,Don't know / Not sure,NA,NA
GEN24_24413,Agree,NA,NA
GEN24_24419,Disagree,NA,NA
GEN24_24420,Agree,NA,NA
GEN24_24421,Don't know / Not sure,NA,NA
GEN24_24422,Agree,NA,NA
GEN24_24424,Agree,NA,NA
GEN24_24430,Agree,Agree,NA
GEN24_24432,Disagree,NA,NA
GEN24_24436,Don't know / Not sure,Agree,Agree
GEN24_24438,Agree,NA,NA
GEN24_24439,Agree,Agree,Agree
GEN24_24441,Agree,NA,NA
GEN24_24444,Agree,Agree,Agree
GEN24_24445,Agree,NA,NA
GEN24_24452,Don't know / Not sure,NA,NA
GEN24_24453,Agree,NA,NA
GEN24_24454,Disagree,NA,NA
GEN24_24458,Agree,NA,NA
GEN24_24466,Agree,Agree,Agree
GEN24_24468,Disagree,Agree,Agree
GEN24_24472,Disagree,Agree,Agree
GEN24_24473,Agree,NA,NA
GEN24_24476,Don't know / Not sure,NA,NA
GEN24_24480,Agree,NA,NA
GEN24_24481,Don't know / Not sure,NA,NA
GEN24_24482,Agree,NA,NA
GEN24_24484,Agree,NA,NA
GEN24_24485,Agree,Agree,Agree
GEN24_24487,Agree,Agree,Agree
GEN24_24489,Agree,Agree,Agree
GEN24_24504,Agree,NA,NA
GEN24_24505,Agree,NA,NA
GEN24_24509,Agree,Agree,Agree
GEN24_24512,Agree,Agree,Agree
GEN24_24516,Agree,Agree,Agree
GEN24_24527,Agree,NA,NA
GEN24_24533,Disagree,NA,NA
GEN24_24542,Agree,NA,NA
GEN24_24605,Agree,NA,NA
GEN24_24606,Don't know / Not sure,Agree,Agree
GEN24_24616,Don't know / Not sure,NA,NA
GEN24_24629,Agree,NA,NA
GEN24_24630,Don't know / Not sure,NA,NA
GEN24_24631,Agree,Agree,Agree
GEN24_24633,Disagree,NA,NA
GEN24_24636,Agree,Agree,Agree
GEN24_24637,Agree,Agree,Agree
GEN24_24639,Disagree,NA,NA
GEN24_24640,Don't know / Not sure,NA,NA
GEN24_24641,Agree,NA,NA
GEN24_24643,Don't know / Not sure,Agree,Agree
GEN24_24647,Agree,NA,Agree
GEN24_24649,Disagree,Agree,Agree
GEN24_24653,Don't know / Not sure,NA,NA
GEN24_24654,Agree,Agree,Agree
GEN24_24656,Agree,Agree,Agree
GEN24_24661,Agree,NA,NA
GEN24_24748,Don't know / Not sure,Agree,Agree
GEN24_24762,Agree,NA,NA
GEN24_24764,Disagree,Agree,Agree
GEN24_24765,Agree,NA,NA
GEN24_24767,Agree,NA,NA
GEN24_24775,Agree,NA,NA
GEN24_24794,Agree,NA,NA
GEN24_24797,Agree,NA,NA
GEN24_24801,Don't know / Not sure,NA,NA
GEN24_24803,Agree,NA,NA
GEN24_24804,Don't know / Not sure,NA,NA
GEN24_24811,Don't know / Not sure,NA,NA
GEN24_24813,Agree,NA,NA
GEN24_24814,Don't know / Not sure,Agree,Agree
GEN24_24822,Agree,Agree,Agree
GEN24_24824,Don't know / Not sure,NA,Agree
GEN24_24825,Agree,NA,NA
GEN24_24827,Don't know / Not sure,NA,NA
GEN24_24828,Agree,NA,NA
GEN24_24850,Don't know / Not sure,NA,NA
GEN24_24853,Disagree,Agree,Agree
GEN24_24856,Disagree,Agree,Agree
GEN24_24857,Agree,Agree,Agree
GEN24_24859,Don't know / Not sure,NA,NA
GEN24_24860,Agree,NA,NA
GEN24_24864,Don't know / Not sure,Agree,Agree
GEN24_24865,Don't know / Not sure,Agree,Agree
GEN24_24866,Don't know / Not sure,Agree,NA
GEN24_24867,Don't know / Not sure,NA,NA
GEN24_24870,Don't know / Not sure,NA,NA
GEN24_24873,Agree,NA,NA
GEN24_24874,Don't know / Not sure,NA,Agree
GEN24_24876,Agree,NA,NA
GEN24_24878,Agree,NA,NA
GEN24_24883,Disagree,NA,NA
GEN24_24887,Disagree,NA,NA
GEN24_24888,Disagree,NA,NA
GEN24_24889,Disagree,NA,NA
GEN24_24891,Disagree,NA,NA
GEN24_24896,Disagree,NA,NA
GEN24_24897,Agree,Agree,Agree
GEN24_24898,Agree,NA,NA
GEN24_24899,Don't know / Not sure,NA,NA
GEN24_24900,Don't know / Not sure,NA,NA
GEN24_24901,Agree,NA,NA
GEN24_24903,Don't know / Not sure,NA,NA
GEN24_24905,Agree,Agree,Agree
GEN24_24907,Agree,NA,NA
GEN24_24908,Don't know / Not sure,NA,NA
GEN24_24909,Don't know / Not sure,NA,NA
GEN24_24913,Agree,Agree,Agree
GEN24_24938,Agree,NA,NA
GEN24_24941,Agree,NA,NA
GEN24_24945,Don't know / Not sure,NA,NA
GEN24_24947,Agree,NA,NA
GEN24_24951,Agree,NA,NA
GEN24_24964,Don't know / Not sure,NA,NA
GEN24_24966,Agree,Agree,Agree
GEN24_24968,Agree,NA,NA
GEN24_24970,Agree,NA,NA
GEN24_24976,Agree,NA,NA
GEN24_25002,Agree,NA,NA
GEN24_25030,Agree,NA,NA
GEN24_25040,Agree,NA,NA
GEN24_25046,Agree,Agree,Agree
GEN24_25064,Agree,Agree,Agree
GEN24_25067,Agree,NA,NA
GEN24_25076,Agree,NA,NA
GEN24_25092,Disagree,NA,NA
GEN24_25095,Agree,Agree,Agree
GEN24_25097,Disagree,NA,NA
GEN24_25105,Disagree,NA,NA
GEN24_25110,Don't know / Not sure,NA,NA
GEN24_25112,Agree,NA,NA
GEN24_25113,Don't know / Not sure,NA,NA
GEN24_25121,Disagree,NA,NA
GEN24_25123,Agree,NA,NA
GEN24_25131,Disagree,NA,NA
GEN24_25140,Agree,NA,NA
GEN24_25144,Agree,NA,NA
GEN24_25150,Agree,NA,NA
GEN24_25163,Don't know / Not sure,NA,NA
GEN24_25169,Agree,NA,NA
GEN24_25173,Agree,NA,NA
GEN24_25177,Don't know / Not sure,NA,NA
GEN24_25181,Agree,Agree,Agree
GEN24_25182,Agree,NA,NA
GEN24_25185,Agree,NA,NA
GEN24_25199,Don't know / Not sure,Agree,Agree
GEN24_25205,Agree,NA,NA
GEN24_25207,Agree,Agree,Agree
